Draw,Date,Pick3,Pick4,Date_Time,Date_Str,Date_Delta,Pick3str,Pick4str,P3B1,P3B2,P3B3,P4B1,P4B2,P4B3,P4B4
1,2018-06-18,318,5437,2018-06-18,20180618,2360.0,318,5437,3,1,8,5,4,3,7
1,2018-06-19,118,956,2018-06-19,20180619,2361.0,118,0956,1,1,8,0,9,5,6
0,2018-06-19,830,4435,2018-06-19,20180619,2361.0,830,4435,8,3,0,4,4,3,5
0,2018-06-20,101,9532,2018-06-20,20180620,2362.0,101,9532,1,0,1,9,5,3,2
1,2018-06-20,705,1972,2018-06-20,20180620,2362.0,705,1972,7,0,5,1,9,7,2
0,2018-06-21,456,1651,2018-06-21,20180621,2363.0,456,1651,4,5,6,1,6,5,1
1,2018-06-21,995,9431,2018-06-21,20180621,2363.0,995,9431,9,9,5,9,4,3,1
0,2018-06-22,933,9280,2018-06-22,20180622,2364.0,933,9280,9,3,3,9,2,8,0
1,2018-06-22,901,3363,2018-06-22,20180622,2364.0,901,3363,9,0,1,3,3,6,3
0,2018-06-23,781,5436,2018-06-23,20180623,2365.0,781,5436,7,8,1,5,4,3,6
1,2018-06-23,605,9128,2018-06-23,20180623,2365.0,605,9128,6,0,5,9,1,2,8
1,2018-06-24,722,704,2018-06-24,20180624,2366.0,722,0704,7,2,2,0,7,0,4
0,2018-06-24,317,6245,2018-06-24,20180624,2366.0,317,6245,3,1,7,6,2,4,5
0,2018-06-25,628,9410,2018-06-25,20180625,2367.0,628,9410,6,2,8,9,4,1,0
1,2018-06-25,910,9198,2018-06-25,20180625,2367.0,910,9198,9,1,0,9,1,9,8
0,2018-06-26,588,7008,2018-06-26,20180626,2368.0,588,7008,5,8,8,7,0,0,8
1,2018-06-26,275,2588,2018-06-26,20180626,2368.0,275,2588,2,7,5,2,5,8,8
0,2018-06-27,50,3437,2018-06-27,20180627,2369.0,050,3437,0,5,0,3,4,3,7
1,2018-06-27,448,4994,2018-06-27,20180627,2369.0,448,4994,4,4,8,4,9,9,4
0,2018-06-28,616,2917,2018-06-28,20180628,2370.0,616,2917,6,1,6,2,9,1,7
1,2018-06-28,132,9262,2018-06-28,20180628,2370.0,132,9262,1,3,2,9,2,6,2
0,2018-06-29,420,4281,2018-06-29,20180629,2371.0,420,4281,4,2,0,4,2,8,1
1,2018-06-29,141,2543,2018-06-29,20180629,2371.0,141,2543,1,4,1,2,5,4,3
0,2018-06-30,810,9477,2018-06-30,20180630,2372.0,810,9477,8,1,0,9,4,7,7
1,2018-06-30,267,6236,2018-06-30,20180630,2372.0,267,6236,2,6,7,6,2,3,6
1,2018-07-01,273,8281,2018-07-01,20180701,2373.0,273,8281,2,7,3,8,2,8,1
0,2018-07-01,361,2410,2018-07-01,20180701,2373.0,361,2410,3,6,1,2,4,1,0
0,2018-07-02,20,3729,2018-07-02,20180702,2374.0,020,3729,0,2,0,3,7,2,9
1,2018-07-02,494,8334,2018-07-02,20180702,2374.0,494,8334,4,9,4,8,3,3,4
0,2018-07-03,669,2203,2018-07-03,20180703,2375.0,669,2203,6,6,9,2,2,0,3
1,2018-07-03,119,5445,2018-07-03,20180703,2375.0,119,5445,1,1,9,5,4,4,5
0,2018-07-04,168,6574,2018-07-04,20180704,2376.0,168,6574,1,6,8,6,5,7,4
1,2018-07-04,694,3844,2018-07-04,20180704,2376.0,694,3844,6,9,4,3,8,4,4
0,2018-07-05,383,9319,2018-07-05,20180705,2377.0,383,9319,3,8,3,9,3,1,9
1,2018-07-05,724,1903,2018-07-05,20180705,2377.0,724,1903,7,2,4,1,9,0,3
1,2018-07-06,7,5374,2018-07-06,20180706,2378.0,007,5374,0,0,7,5,3,7,4
0,2018-07-06,212,3374,2018-07-06,20180706,2378.0,212,3374,2,1,2,3,3,7,4
0,2018-07-07,410,5802,2018-07-07,20180707,2379.0,410,5802,4,1,0,5,8,0,2
1,2018-07-07,955,5339,2018-07-07,20180707,2379.0,955,5339,9,5,5,5,3,3,9
0,2018-07-08,122,6773,2018-07-08,20180708,2380.0,122,6773,1,2,2,6,7,7,3
1,2018-07-08,149,9335,2018-07-08,20180708,2380.0,149,9335,1,4,9,9,3,3,5
0,2018-07-09,201,7805,2018-07-09,20180709,2381.0,201,7805,2,0,1,7,8,0,5
1,2018-07-09,507,7863,2018-07-09,20180709,2381.0,507,7863,5,0,7,7,8,6,3
0,2018-07-10,751,9688,2018-07-10,20180710,2382.0,751,9688,7,5,1,9,6,8,8
1,2018-07-10,897,1138,2018-07-10,20180710,2382.0,897,1138,8,9,7,1,1,3,8
1,2018-07-11,368,1302,2018-07-11,20180711,2383.0,368,1302,3,6,8,1,3,0,2
0,2018-07-11,189,3837,2018-07-11,20180711,2383.0,189,3837,1,8,9,3,8,3,7
1,2018-07-12,778,7785,2018-07-12,20180712,2384.0,778,7785,7,7,8,7,7,8,5
0,2018-07-12,221,4182,2018-07-12,20180712,2384.0,221,4182,2,2,1,4,1,8,2
0,2018-07-13,283,1551,2018-07-13,20180713,2385.0,283,1551,2,8,3,1,5,5,1
1,2018-07-13,686,19,2018-07-13,20180713,2385.0,686,0019,6,8,6,0,0,1,9
0,2018-07-14,20,8712,2018-07-14,20180714,2386.0,020,8712,0,2,0,8,7,1,2
1,2018-07-14,503,5314,2018-07-14,20180714,2386.0,503,5314,5,0,3,5,3,1,4
0,2018-07-15,485,6456,2018-07-15,20180715,2387.0,485,6456,4,8,5,6,4,5,6
1,2018-07-15,731,8417,2018-07-15,20180715,2387.0,731,8417,7,3,1,8,4,1,7
0,2018-07-16,806,8558,2018-07-16,20180716,2388.0,806,8558,8,0,6,8,5,5,8
1,2018-07-16,851,1948,2018-07-16,20180716,2388.0,851,1948,8,5,1,1,9,4,8
1,2018-07-17,740,7565,2018-07-17,20180717,2389.0,740,7565,7,4,0,7,5,6,5
0,2018-07-17,848,1562,2018-07-17,20180717,2389.0,848,1562,8,4,8,1,5,6,2
0,2018-07-18,303,8685,2018-07-18,20180718,2390.0,303,8685,3,0,3,8,6,8,5
1,2018-07-18,728,2100,2018-07-18,20180718,2390.0,728,2100,7,2,8,2,1,0,0
0,2018-07-19,275,6835,2018-07-19,20180719,2391.0,275,6835,2,7,5,6,8,3,5
1,2018-07-19,153,343,2018-07-19,20180719,2391.0,153,0343,1,5,3,0,3,4,3
0,2018-07-20,940,2460,2018-07-20,20180720,2392.0,940,2460,9,4,0,2,4,6,0
1,2018-07-20,44,5835,2018-07-20,20180720,2392.0,044,5835,0,4,4,5,8,3,5
0,2018-07-21,715,7422,2018-07-21,20180721,2393.0,715,7422,7,1,5,7,4,2,2
1,2018-07-21,236,3381,2018-07-21,20180721,2393.0,236,3381,2,3,6,3,3,8,1
0,2018-07-22,299,311,2018-07-22,20180722,2394.0,299,0311,2,9,9,0,3,1,1
1,2018-07-22,417,7050,2018-07-22,20180722,2394.0,417,7050,4,1,7,7,0,5,0
1,2018-07-23,376,2222,2018-07-23,20180723,2395.0,376,2222,3,7,6,2,2,2,2
0,2018-07-23,923,1287,2018-07-23,20180723,2395.0,923,1287,9,2,3,1,2,8,7
0,2018-07-24,817,2795,2018-07-24,20180724,2396.0,817,2795,8,1,7,2,7,9,5
1,2018-07-24,217,4766,2018-07-24,20180724,2396.0,217,4766,2,1,7,4,7,6,6
0,2018-07-25,355,218,2018-07-25,20180725,2397.0,355,0218,3,5,5,0,2,1,8
1,2018-07-25,812,6885,2018-07-25,20180725,2397.0,812,6885,8,1,2,6,8,8,5
0,2018-07-26,111,6482,2018-07-26,20180726,2398.0,111,6482,1,1,1,6,4,8,2
1,2018-07-26,516,2813,2018-07-26,20180726,2398.0,516,2813,5,1,6,2,8,1,3
0,2018-07-27,657,222,2018-07-27,20180727,2399.0,657,0222,6,5,7,0,2,2,2
1,2018-07-27,706,6240,2018-07-27,20180727,2399.0,706,6240,7,0,6,6,2,4,0
1,2018-07-28,186,9746,2018-07-28,20180728,2400.0,186,9746,1,8,6,9,7,4,6
0,2018-07-28,322,8054,2018-07-28,20180728,2400.0,322,8054,3,2,2,8,0,5,4
0,2018-07-29,14,4047,2018-07-29,20180729,2401.0,014,4047,0,1,4,4,0,4,7
1,2018-07-29,431,9280,2018-07-29,20180729,2401.0,431,9280,4,3,1,9,2,8,0
0,2018-07-30,939,6537,2018-07-30,20180730,2402.0,939,6537,9,3,9,6,5,3,7
1,2018-07-30,676,9606,2018-07-30,20180730,2402.0,676,9606,6,7,6,9,6,0,6
0,2018-07-31,809,4574,2018-07-31,20180731,2403.0,809,4574,8,0,9,4,5,7,4
1,2018-07-31,223,2216,2018-07-31,20180731,2403.0,223,2216,2,2,3,2,2,1,6
0,2018-08-01,513,1400,2018-08-01,20180801,2404.0,513,1400,5,1,3,1,4,0,0
1,2018-08-01,508,1782,2018-08-01,20180801,2404.0,508,1782,5,0,8,1,7,8,2
1,2018-08-02,183,2563,2018-08-02,20180802,2405.0,183,2563,1,8,3,2,5,6,3
0,2018-08-02,61,6782,2018-08-02,20180802,2405.0,061,6782,0,6,1,6,7,8,2
1,2018-08-03,769,2787,2018-08-03,20180803,2406.0,769,2787,7,6,9,2,7,8,7
0,2018-08-03,962,9492,2018-08-03,20180803,2406.0,962,9492,9,6,2,9,4,9,2
0,2018-08-04,800,1121,2018-08-04,20180804,2407.0,800,1121,8,0,0,1,1,2,1
1,2018-08-04,131,4669,2018-08-04,20180804,2407.0,131,4669,1,3,1,4,6,6,9
0,2018-08-05,518,774,2018-08-05,20180805,2408.0,518,0774,5,1,8,0,7,7,4
1,2018-08-05,991,9013,2018-08-05,20180805,2408.0,991,9013,9,9,1,9,0,1,3
0,2018-08-06,593,5272,2018-08-06,20180806,2409.0,593,5272,5,9,3,5,2,7,2
1,2018-08-06,915,6017,2018-08-06,20180806,2409.0,915,6017,9,1,5,6,0,1,7
0,2018-08-07,246,7246,2018-08-07,20180807,2410.0,246,7246,2,4,6,7,2,4,6
1,2018-08-07,917,8348,2018-08-07,20180807,2410.0,917,8348,9,1,7,8,3,4,8
1,2018-08-08,738,5946,2018-08-08,20180808,2411.0,738,5946,7,3,8,5,9,4,6
0,2018-08-08,263,3793,2018-08-08,20180808,2411.0,263,3793,2,6,3,3,7,9,3
0,2018-08-09,676,652,2018-08-09,20180809,2412.0,676,0652,6,7,6,0,6,5,2
1,2018-08-09,824,2561,2018-08-09,20180809,2412.0,824,2561,8,2,4,2,5,6,1
0,2018-08-10,416,3961,2018-08-10,20180810,2413.0,416,3961,4,1,6,3,9,6,1
1,2018-08-10,16,5777,2018-08-10,20180810,2413.0,016,5777,0,1,6,5,7,7,7
0,2018-08-11,447,2843,2018-08-11,20180811,2414.0,447,2843,4,4,7,2,8,4,3
1,2018-08-11,763,6829,2018-08-11,20180811,2414.0,763,6829,7,6,3,6,8,2,9
0,2018-08-12,254,7078,2018-08-12,20180812,2415.0,254,7078,2,5,4,7,0,7,8
1,2018-08-12,239,8879,2018-08-12,20180812,2415.0,239,8879,2,3,9,8,8,7,9
0,2018-08-13,791,3264,2018-08-13,20180813,2416.0,791,3264,7,9,1,3,2,6,4
1,2018-08-13,764,272,2018-08-13,20180813,2416.0,764,0272,7,6,4,0,2,7,2
0,2018-08-14,476,1281,2018-08-14,20180814,2417.0,476,1281,4,7,6,1,2,8,1
1,2018-08-14,996,6331,2018-08-14,20180814,2417.0,996,6331,9,9,6,6,3,3,1
1,2018-08-15,45,5727,2018-08-15,20180815,2418.0,045,5727,0,4,5,5,7,2,7
0,2018-08-15,454,2375,2018-08-15,20180815,2418.0,454,2375,4,5,4,2,3,7,5
0,2018-08-16,658,4942,2018-08-16,20180816,2419.0,658,4942,6,5,8,4,9,4,2
1,2018-08-16,412,8596,2018-08-16,20180816,2419.0,412,8596,4,1,2,8,5,9,6
0,2018-08-17,786,2740,2018-08-17,20180817,2420.0,786,2740,7,8,6,2,7,4,0
1,2018-08-17,359,5238,2018-08-17,20180817,2420.0,359,5238,3,5,9,5,2,3,8
0,2018-08-18,853,4904,2018-08-18,20180818,2421.0,853,4904,8,5,3,4,9,0,4
1,2018-08-18,251,5301,2018-08-18,20180818,2421.0,251,5301,2,5,1,5,3,0,1
0,2018-08-19,877,5797,2018-08-19,20180819,2422.0,877,5797,8,7,7,5,7,9,7
1,2018-08-19,304,6666,2018-08-19,20180819,2422.0,304,6666,3,0,4,6,6,6,6
1,2018-08-20,208,6151,2018-08-20,20180820,2423.0,208,6151,2,0,8,6,1,5,1
0,2018-08-20,179,6722,2018-08-20,20180820,2423.0,179,6722,1,7,9,6,7,2,2
0,2018-08-21,32,4644,2018-08-21,20180821,2424.0,032,4644,0,3,2,4,6,4,4
1,2018-08-21,599,9909,2018-08-21,20180821,2424.0,599,9909,5,9,9,9,9,0,9
0,2018-08-22,207,1627,2018-08-22,20180822,2425.0,207,1627,2,0,7,1,6,2,7
1,2018-08-22,930,6295,2018-08-22,20180822,2425.0,930,6295,9,3,0,6,2,9,5
0,2018-08-23,506,3070,2018-08-23,20180823,2426.0,506,3070,5,0,6,3,0,7,0
1,2018-08-23,460,6273,2018-08-23,20180823,2426.0,460,6273,4,6,0,6,2,7,3
0,2018-08-24,563,8299,2018-08-24,20180824,2427.0,563,8299,5,6,3,8,2,9,9
1,2018-08-24,528,4053,2018-08-24,20180824,2427.0,528,4053,5,2,8,4,0,5,3
0,2018-08-25,347,8734,2018-08-25,20180825,2428.0,347,8734,3,4,7,8,7,3,4
1,2018-08-25,609,1711,2018-08-25,20180825,2428.0,609,1711,6,0,9,1,7,1,1
1,2018-08-26,509,9950,2018-08-26,20180826,2429.0,509,9950,5,0,9,9,9,5,0
0,2018-08-26,950,7405,2018-08-26,20180826,2429.0,950,7405,9,5,0,7,4,0,5
0,2018-08-27,443,1066,2018-08-27,20180827,2430.0,443,1066,4,4,3,1,0,6,6
1,2018-08-27,257,7113,2018-08-27,20180827,2430.0,257,7113,2,5,7,7,1,1,3
0,2018-08-28,26,6764,2018-08-28,20180828,2431.0,026,6764,0,2,6,6,7,6,4
1,2018-08-28,746,8035,2018-08-28,20180828,2431.0,746,8035,7,4,6,8,0,3,5
0,2018-08-29,172,1374,2018-08-29,20180829,2432.0,172,1374,1,7,2,1,3,7,4
1,2018-08-29,953,8656,2018-08-29,20180829,2432.0,953,8656,9,5,3,8,6,5,6
0,2018-08-30,51,9928,2018-08-30,20180830,2433.0,051,9928,0,5,1,9,9,2,8
1,2018-08-30,470,6208,2018-08-30,20180830,2433.0,470,6208,4,7,0,6,2,0,8
1,2018-08-31,899,8001,2018-08-31,20180831,2434.0,899,8001,8,9,9,8,0,0,1
0,2018-08-31,442,1591,2018-08-31,20180831,2434.0,442,1591,4,4,2,1,5,9,1
1,2018-09-01,881,6546,2018-09-01,20180901,2435.0,881,6546,8,8,1,6,5,4,6
0,2018-09-01,344,4238,2018-09-01,20180901,2435.0,344,4238,3,4,4,4,2,3,8
0,2018-09-02,721,8922,2018-09-02,20180902,2436.0,721,8922,7,2,1,8,9,2,2
1,2018-09-02,370,7038,2018-09-02,20180902,2436.0,370,7038,3,7,0,7,0,3,8
0,2018-09-03,576,8494,2018-09-03,20180903,2437.0,576,8494,5,7,6,8,4,9,4
1,2018-09-03,203,8163,2018-09-03,20180903,2437.0,203,8163,2,0,3,8,1,6,3
0,2018-09-04,250,8745,2018-09-04,20180904,2438.0,250,8745,2,5,0,8,7,4,5
1,2018-09-04,729,985,2018-09-04,20180904,2438.0,729,0985,7,2,9,0,9,8,5
0,2018-09-05,145,4842,2018-09-05,20180905,2439.0,145,4842,1,4,5,4,8,4,2
1,2018-09-05,394,2995,2018-09-05,20180905,2439.0,394,2995,3,9,4,2,9,9,5
1,2018-09-06,270,6282,2018-09-06,20180906,2440.0,270,6282,2,7,0,6,2,8,2
0,2018-09-06,209,482,2018-09-06,20180906,2440.0,209,0482,2,0,9,0,4,8,2
1,2018-09-07,769,5532,2018-09-07,20180907,2441.0,769,5532,7,6,9,5,5,3,2
0,2018-09-07,64,4724,2018-09-07,20180907,2441.0,064,4724,0,6,4,4,7,2,4
0,2018-09-08,444,7069,2018-09-08,20180908,2442.0,444,7069,4,4,4,7,0,6,9
1,2018-09-08,992,36,2018-09-08,20180908,2442.0,992,0036,9,9,2,0,0,3,6
0,2018-09-09,25,119,2018-09-09,20180909,2443.0,025,0119,0,2,5,0,1,1,9
1,2018-09-09,336,5941,2018-09-09,20180909,2443.0,336,5941,3,3,6,5,9,4,1
0,2018-09-10,986,4509,2018-09-10,20180910,2444.0,986,4509,9,8,6,4,5,0,9
1,2018-09-10,576,1402,2018-09-10,20180910,2444.0,576,1402,5,7,6,1,4,0,2
0,2018-09-11,457,7459,2018-09-11,20180911,2445.0,457,7459,4,5,7,7,4,5,9
1,2018-09-11,272,1833,2018-09-11,20180911,2445.0,272,1833,2,7,2,1,8,3,3
0,2018-09-12,930,2475,2018-09-12,20180912,2446.0,930,2475,9,3,0,2,4,7,5
1,2018-09-12,804,8835,2018-09-12,20180912,2446.0,804,8835,8,0,4,8,8,3,5
1,2018-09-13,66,5415,2018-09-13,20180913,2447.0,066,5415,0,6,6,5,4,1,5
0,2018-09-13,164,3193,2018-09-13,20180913,2447.0,164,3193,1,6,4,3,1,9,3
0,2018-09-14,586,6020,2018-09-14,20180914,2448.0,586,6020,5,8,6,6,0,2,0
1,2018-09-14,60,8916,2018-09-14,20180914,2448.0,060,8916,0,6,0,8,9,1,6
0,2018-09-15,377,9628,2018-09-15,20180915,2449.0,377,9628,3,7,7,9,6,2,8
1,2018-09-15,738,5884,2018-09-15,20180915,2449.0,738,5884,7,3,8,5,8,8,4
0,2018-09-16,255,8050,2018-09-16,20180916,2450.0,255,8050,2,5,5,8,0,5,0
1,2018-09-16,713,714,2018-09-16,20180916,2450.0,713,0714,7,1,3,0,7,1,4
0,2018-09-17,262,7205,2018-09-17,20180917,2451.0,262,7205,2,6,2,7,2,0,5
1,2018-09-17,733,844,2018-09-17,20180917,2451.0,733,0844,7,3,3,0,8,4,4
1,2018-09-18,939,4561,2018-09-18,20180918,2452.0,939,4561,9,3,9,4,5,6,1
0,2018-09-18,687,5225,2018-09-18,20180918,2452.0,687,5225,6,8,7,5,2,2,5
0,2018-09-19,830,7291,2018-09-19,20180919,2453.0,830,7291,8,3,0,7,2,9,1
1,2018-09-19,287,2354,2018-09-19,20180919,2453.0,287,2354,2,8,7,2,3,5,4
0,2018-09-20,658,7006,2018-09-20,20180920,2454.0,658,7006,6,5,8,7,0,0,6
1,2018-09-20,763,6838,2018-09-20,20180920,2454.0,763,6838,7,6,3,6,8,3,8
0,2018-09-21,433,9380,2018-09-21,20180921,2455.0,433,9380,4,3,3,9,3,8,0
1,2018-09-21,786,875,2018-09-21,20180921,2455.0,786,0875,7,8,6,0,8,7,5
0,2018-09-22,66,7795,2018-09-22,20180922,2456.0,066,7795,0,6,6,7,7,9,5
1,2018-09-22,420,386,2018-09-22,20180922,2456.0,420,0386,4,2,0,0,3,8,6
1,2018-09-23,621,5811,2018-09-23,20180923,2457.0,621,5811,6,2,1,5,8,1,1
0,2018-09-23,889,7408,2018-09-23,20180923,2457.0,889,7408,8,8,9,7,4,0,8
0,2018-09-24,49,9043,2018-09-24,20180924,2458.0,049,9043,0,4,9,9,0,4,3
1,2018-09-24,827,7926,2018-09-24,20180924,2458.0,827,7926,8,2,7,7,9,2,6
0,2018-09-25,835,2968,2018-09-25,20180925,2459.0,835,2968,8,3,5,2,9,6,8
1,2018-09-25,184,8403,2018-09-25,20180925,2459.0,184,8403,1,8,4,8,4,0,3
0,2018-09-26,724,8010,2018-09-26,20180926,2460.0,724,8010,7,2,4,8,0,1,0
1,2018-09-26,142,9707,2018-09-26,20180926,2460.0,142,9707,1,4,2,9,7,0,7
0,2018-09-27,36,563,2018-09-27,20180927,2461.0,036,0563,0,3,6,0,5,6,3
1,2018-09-27,652,4954,2018-09-27,20180927,2461.0,652,4954,6,5,2,4,9,5,4
0,2018-09-28,633,4973,2018-09-28,20180928,2462.0,633,4973,6,3,3,4,9,7,3
1,2018-09-28,219,5493,2018-09-28,20180928,2462.0,219,5493,2,1,9,5,4,9,3
1,2018-09-29,238,5405,2018-09-29,20180929,2463.0,238,5405,2,3,8,5,4,0,5
0,2018-09-29,927,3408,2018-09-29,20180929,2463.0,927,3408,9,2,7,3,4,0,8
1,2018-09-30,772,3102,2018-09-30,20180930,2464.0,772,3102,7,7,2,3,1,0,2
0,2018-09-30,712,8822,2018-09-30,20180930,2464.0,712,8822,7,1,2,8,8,2,2
0,2018-10-01,748,8869,2018-10-01,20181001,2465.0,748,8869,7,4,8,8,8,6,9
1,2018-10-01,407,4132,2018-10-01,20181001,2465.0,407,4132,4,0,7,4,1,3,2
0,2018-10-02,440,6384,2018-10-02,20181002,2466.0,440,6384,4,4,0,6,3,8,4
1,2018-10-02,329,1555,2018-10-02,20181002,2466.0,329,1555,3,2,9,1,5,5,5
0,2018-10-03,435,1916,2018-10-03,20181003,2467.0,435,1916,4,3,5,1,9,1,6
1,2018-10-03,384,2158,2018-10-03,20181003,2467.0,384,2158,3,8,4,2,1,5,8
0,2018-10-04,302,4959,2018-10-04,20181004,2468.0,302,4959,3,0,2,4,9,5,9
1,2018-10-04,210,3277,2018-10-04,20181004,2468.0,210,3277,2,1,0,3,2,7,7
0,2018-10-05,251,5650,2018-10-05,20181005,2469.0,251,5650,2,5,1,5,6,5,0
1,2018-10-05,905,8600,2018-10-05,20181005,2469.0,905,8600,9,0,5,8,6,0,0
1,2018-10-06,451,2921,2018-10-06,20181006,2470.0,451,2921,4,5,1,2,9,2,1
0,2018-10-06,651,6812,2018-10-06,20181006,2470.0,651,6812,6,5,1,6,8,1,2
0,2018-10-07,575,8455,2018-10-07,20181007,2471.0,575,8455,5,7,5,8,4,5,5
1,2018-10-07,128,1402,2018-10-07,20181007,2471.0,128,1402,1,2,8,1,4,0,2
0,2018-10-08,965,9288,2018-10-08,20181008,2472.0,965,9288,9,6,5,9,2,8,8
1,2018-10-08,95,84,2018-10-08,20181008,2472.0,095,0084,0,9,5,0,0,8,4
0,2018-10-09,115,4622,2018-10-09,20181009,2473.0,115,4622,1,1,5,4,6,2,2
1,2018-10-09,338,5702,2018-10-09,20181009,2473.0,338,5702,3,3,8,5,7,0,2
0,2018-10-10,414,3894,2018-10-10,20181010,2474.0,414,3894,4,1,4,3,8,9,4
1,2018-10-10,476,3129,2018-10-10,20181010,2474.0,476,3129,4,7,6,3,1,2,9
1,2018-10-11,471,5619,2018-10-11,20181011,2475.0,471,5619,4,7,1,5,6,1,9
0,2018-10-11,473,9532,2018-10-11,20181011,2475.0,473,9532,4,7,3,9,5,3,2
0,2018-10-12,881,7234,2018-10-12,20181012,2476.0,881,7234,8,8,1,7,2,3,4
1,2018-10-12,377,727,2018-10-12,20181012,2476.0,377,0727,3,7,7,0,7,2,7
0,2018-10-13,442,6155,2018-10-13,20181013,2477.0,442,6155,4,4,2,6,1,5,5
1,2018-10-13,327,8582,2018-10-13,20181013,2477.0,327,8582,3,2,7,8,5,8,2
0,2018-10-14,682,6782,2018-10-14,20181014,2478.0,682,6782,6,8,2,6,7,8,2
1,2018-10-14,994,2289,2018-10-14,20181014,2478.0,994,2289,9,9,4,2,2,8,9
0,2018-10-15,336,1524,2018-10-15,20181015,2479.0,336,1524,3,3,6,1,5,2,4
1,2018-10-15,1,574,2018-10-15,20181015,2479.0,001,0574,0,0,1,0,5,7,4
1,2018-10-16,718,3448,2018-10-16,20181016,2480.0,718,3448,7,1,8,3,4,4,8
0,2018-10-16,329,1900,2018-10-16,20181016,2480.0,329,1900,3,2,9,1,9,0,0
0,2018-10-17,479,4240,2018-10-17,20181017,2481.0,479,4240,4,7,9,4,2,4,0
1,2018-10-17,296,2518,2018-10-17,20181017,2481.0,296,2518,2,9,6,2,5,1,8
0,2018-10-18,720,1009,2018-10-18,20181018,2482.0,720,1009,7,2,0,1,0,0,9
1,2018-10-18,648,8749,2018-10-18,20181018,2482.0,648,8749,6,4,8,8,7,4,9
0,2018-10-19,612,1369,2018-10-19,20181019,2483.0,612,1369,6,1,2,1,3,6,9
1,2018-10-19,200,3536,2018-10-19,20181019,2483.0,200,3536,2,0,0,3,5,3,6
0,2018-10-20,536,9149,2018-10-20,20181020,2484.0,536,9149,5,3,6,9,1,4,9
1,2018-10-20,481,1212,2018-10-20,20181020,2484.0,481,1212,4,8,1,1,2,1,2
0,2018-10-21,942,2637,2018-10-21,20181021,2485.0,942,2637,9,4,2,2,6,3,7
1,2018-10-21,266,5192,2018-10-21,20181021,2485.0,266,5192,2,6,6,5,1,9,2
1,2018-10-22,90,7993,2018-10-22,20181022,2486.0,090,7993,0,9,0,7,9,9,3
0,2018-10-22,68,6648,2018-10-22,20181022,2486.0,068,6648,0,6,8,6,6,4,8
0,2018-10-23,633,8437,2018-10-23,20181023,2487.0,633,8437,6,3,3,8,4,3,7
1,2018-10-23,167,4617,2018-10-23,20181023,2487.0,167,4617,1,6,7,4,6,1,7
0,2018-10-24,115,3759,2018-10-24,20181024,2488.0,115,3759,1,1,5,3,7,5,9
1,2018-10-24,705,2522,2018-10-24,20181024,2488.0,705,2522,7,0,5,2,5,2,2
0,2018-10-25,893,5292,2018-10-25,20181025,2489.0,893,5292,8,9,3,5,2,9,2
1,2018-10-25,690,8058,2018-10-25,20181025,2489.0,690,8058,6,9,0,8,0,5,8
0,2018-10-26,773,3393,2018-10-26,20181026,2490.0,773,3393,7,7,3,3,3,9,3
1,2018-10-26,2,3733,2018-10-26,20181026,2490.0,002,3733,0,0,2,3,7,3,3
1,2018-10-27,370,7407,2018-10-27,20181027,2491.0,370,7407,3,7,0,7,4,0,7
0,2018-10-27,454,3765,2018-10-27,20181027,2491.0,454,3765,4,5,4,3,7,6,5
0,2018-10-28,216,7090,2018-10-28,20181028,2492.0,216,7090,2,1,6,7,0,9,0
1,2018-10-28,943,31,2018-10-28,20181028,2492.0,943,0031,9,4,3,0,0,3,1
0,2018-10-29,778,7150,2018-10-29,20181029,2493.0,778,7150,7,7,8,7,1,5,0
1,2018-10-29,590,559,2018-10-29,20181029,2493.0,590,0559,5,9,0,0,5,5,9
0,2018-10-30,943,8387,2018-10-30,20181030,2494.0,943,8387,9,4,3,8,3,8,7
1,2018-10-30,651,413,2018-10-30,20181030,2494.0,651,0413,6,5,1,0,4,1,3
0,2018-10-31,594,901,2018-10-31,20181031,2495.0,594,0901,5,9,4,0,9,0,1
1,2018-10-31,929,2314,2018-10-31,20181031,2495.0,929,2314,9,2,9,2,3,1,4
1,2018-11-01,342,3169,2018-11-01,20181101,2496.0,342,3169,3,4,2,3,1,6,9
0,2018-11-01,713,7577,2018-11-01,20181101,2496.0,713,7577,7,1,3,7,5,7,7
1,2018-11-02,18,2248,2018-11-02,20181102,2497.0,018,2248,0,1,8,2,2,4,8
0,2018-11-02,182,5961,2018-11-02,20181102,2497.0,182,5961,1,8,2,5,9,6,1
0,2018-11-03,302,8006,2018-11-03,20181103,2498.0,302,8006,3,0,2,8,0,0,6
1,2018-11-03,836,3568,2018-11-03,20181103,2498.0,836,3568,8,3,6,3,5,6,8
0,2018-11-04,294,9105,2018-11-04,20181104,2499.0,294,9105,2,9,4,9,1,0,5
1,2018-11-04,559,3436,2018-11-04,20181104,2499.0,559,3436,5,5,9,3,4,3,6
0,2018-11-05,314,1660,2018-11-05,20181105,2500.0,314,1660,3,1,4,1,6,6,0
1,2018-11-05,947,6699,2018-11-05,20181105,2500.0,947,6699,9,4,7,6,6,9,9
0,2018-11-06,418,9384,2018-11-06,20181106,2501.0,418,9384,4,1,8,9,3,8,4
1,2018-11-06,911,4289,2018-11-06,20181106,2501.0,911,4289,9,1,1,4,2,8,9
1,2018-11-07,375,1154,2018-11-07,20181107,2502.0,375,1154,3,7,5,1,1,5,4
