Day_Draw,Date,Pick3
THU - EVE,2016-07-28,772
FRI - MID,2016-07-29,823
FRI - EVE,2016-07-29,587
SAT - MID,2016-07-30,218
SAT - EVE,2016-07-30,795
SUN - MID,2016-07-31,660
SUN - EVE,2016-07-31,52
MON - MID,2016-08-01,721
MON - EVE,2016-08-01,285
TUE - MID,2016-08-02,691
TUE - EVE,2016-08-02,191
WED - MID,2016-08-03,940
WED - EVE,2016-08-03,560
THU - MID,2016-08-04,992
THU - EVE,2016-08-04,638
FRI - MID,2016-08-05,461
FRI - EVE,2016-08-05,345
SAT - MID,2016-08-06,300
SAT - EVE,2016-08-06,580
SUN - MID,2016-08-07,631
SUN - EVE,2016-08-07,616
MON - MID,2016-08-08,31
MON - EVE,2016-08-08,615
TUE - MID,2016-08-09,667
TUE - EVE,2016-08-09,120
WED - MID,2016-08-10,337
WED - EVE,2016-08-10,371
THU - MID,2016-08-11,990
THU - EVE,2016-08-11,552
FRI - MID,2016-08-12,903
FRI - EVE,2016-08-12,970
SAT - MID,2016-08-13,461
SAT - EVE,2016-08-13,919
SUN - MID,2016-08-14,843
SUN - EVE,2016-08-14,922
MON - MID,2016-08-15,603
MON - EVE,2016-08-15,924
TUE - MID,2016-08-16,675
TUE - EVE,2016-08-16,486
WED - MID,2016-08-17,736
WED - EVE,2016-08-17,396
THU - MID,2016-08-18,319
THU - EVE,2016-08-18,407
FRI - MID,2016-08-19,342
FRI - EVE,2016-08-19,545
SAT - MID,2016-08-20,46
SAT - EVE,2016-08-20,645
SUN - MID,2016-08-21,607
SUN - EVE,2016-08-21,201
MON - MID,2016-08-22,376
MON - EVE,2016-08-22,680
TUE - MID,2016-08-23,668
TUE - EVE,2016-08-23,630
WED - MID,2016-08-24,670
WED - EVE,2016-08-24,783
THU - MID,2016-08-25,495
THU - EVE,2016-08-25,40
FRI - MID,2016-08-26,454
FRI - EVE,2016-08-26,928
SAT - MID,2016-08-27,629
SAT - EVE,2016-08-27,488
SUN - MID,2016-08-28,640
SUN - EVE,2016-08-28,87
MON - MID,2016-08-29,925
MON - EVE,2016-08-29,920
TUE - MID,2016-08-30,689
TUE - EVE,2016-08-30,755
WED - MID,2016-08-31,191
WED - EVE,2016-08-31,488
THU - MID,2016-09-01,250
THU - EVE,2016-09-01,875
FRI - MID,2016-09-02,77
FRI - EVE,2016-09-02,771
SAT - MID,2016-09-03,55
SAT - EVE,2016-09-03,354
SUN - MID,2016-09-04,729
SUN - EVE,2016-09-04,185
MON - MID,2016-09-05,610
MON - EVE,2016-09-05,753
TUE - MID,2016-09-06,637
TUE - EVE,2016-09-06,419
WED - MID,2016-09-07,900
WED - EVE,2016-09-07,728
THU - MID,2016-09-08,956
THU - EVE,2016-09-08,36
FRI - MID,2016-09-09,28
FRI - EVE,2016-09-09,988
SAT - MID,2016-09-10,558
SAT - EVE,2016-09-10,85
SUN - MID,2016-09-11,551
SUN - EVE,2016-09-11,637
MON - MID,2016-09-12,407
MON - EVE,2016-09-12,1
TUE - MID,2016-09-13,50
TUE - EVE,2016-09-13,829
WED - MID,2016-09-14,81
WED - EVE,2016-09-14,970
THU - MID,2016-09-15,154
THU - EVE,2016-09-15,870
FRI - MID,2016-09-16,539
FRI - EVE,2016-09-16,904
SAT - MID,2016-09-17,472
SAT - EVE,2016-09-17,180
SUN - MID,2016-09-18,209
SUN - EVE,2016-09-18,322
MON - MID,2016-09-19,450
MON - EVE,2016-09-19,215
TUE - MID,2016-09-20,225
TUE - EVE,2016-09-20,192
WED - MID,2016-09-21,193
WED - EVE,2016-09-21,128
THU - MID,2016-09-22,837
THU - EVE,2016-09-22,665
FRI - MID,2016-09-23,165
FRI - EVE,2016-09-23,256
SAT - MID,2016-09-24,1
SAT - EVE,2016-09-24,567
SUN - MID,2016-09-25,982
SUN - EVE,2016-09-25,956
MON - MID,2016-09-26,181
MON - EVE,2016-09-26,590
TUE - MID,2016-09-27,635
TUE - EVE,2016-09-27,729
WED - MID,2016-09-28,520
WED - EVE,2016-09-28,479
THU - MID,2016-09-29,887
THU - EVE,2016-09-29,642
FRI - MID,2016-09-30,190
FRI - EVE,2016-09-30,969
SAT - MID,2016-10-01,386
SAT - EVE,2016-10-01,958
SUN - MID,2016-10-02,687
SUN - EVE,2016-10-02,530
MON - MID,2016-10-03,469
MON - EVE,2016-10-03,718
TUE - MID,2016-10-04,467
TUE - EVE,2016-10-04,563
WED - MID,2016-10-05,335
WED - EVE,2016-10-05,344
THU - MID,2016-10-06,754
THU - EVE,2016-10-06,974
FRI - MID,2016-10-07,67
FRI - EVE,2016-10-07,649
SAT - MID,2016-10-08,72
SAT - EVE,2016-10-08,311
SUN - MID,2016-10-09,454
SUN - EVE,2016-10-09,130
MON - MID,2016-10-10,181
MON - EVE,2016-10-10,866
TUE - MID,2016-10-11,841
TUE - EVE,2016-10-11,190
WED - MID,2016-10-12,813
WED - EVE,2016-10-12,990
THU - MID,2016-10-13,239
THU - EVE,2016-10-13,106
FRI - MID,2016-10-14,59
FRI - EVE,2016-10-14,539
SAT - MID,2016-10-15,953
SAT - EVE,2016-10-15,228
SUN - MID,2016-10-16,816
SUN - EVE,2016-10-16,437
MON - MID,2016-10-17,381
MON - EVE,2016-10-17,252
TUE - MID,2016-10-18,328
TUE - EVE,2016-10-18,718
WED - MID,2016-10-19,21
WED - EVE,2016-10-19,889
THU - MID,2016-10-20,700
THU - EVE,2016-10-20,395
FRI - MID,2016-10-21,37
FRI - EVE,2016-10-21,767
SAT - MID,2016-10-22,452
SAT - EVE,2016-10-22,382
SUN - MID,2016-10-23,437
SUN - EVE,2016-10-23,192
MON - MID,2016-10-24,690
MON - EVE,2016-10-24,701
TUE - MID,2016-10-25,833
TUE - EVE,2016-10-25,13
WED - MID,2016-10-26,822
WED - EVE,2016-10-26,178
THU - MID,2016-10-27,942
THU - EVE,2016-10-27,361
FRI - MID,2016-10-28,39
FRI - EVE,2016-10-28,634
SAT - MID,2016-10-29,578
SAT - EVE,2016-10-29,432
SUN - MID,2016-10-30,227
SUN - EVE,2016-10-30,944
MON - MID,2016-10-31,934
MON - EVE,2016-10-31,100
TUE - MID,2016-11-01,790
TUE - EVE,2016-11-01,686
WED - MID,2016-11-02,682
WED - EVE,2016-11-02,175
THU - MID,2016-11-03,668
THU - EVE,2016-11-03,108
FRI - MID,2016-11-04,177
FRI - EVE,2016-11-04,777
SAT - MID,2016-11-05,589
SAT - EVE,2016-11-05,609
SUN - MID,2016-11-06,91
SUN - EVE,2016-11-06,889
MON - MID,2016-11-07,201
MON - EVE,2016-11-07,589
TUE - MID,2016-11-08,676
TUE - EVE,2016-11-08,755
WED - MID,2016-11-09,134
WED - EVE,2016-11-09,988
THU - MID,2016-11-10,917
THU - EVE,2016-11-10,366
FRI - MID,2016-11-11,273
FRI - EVE,2016-11-11,519
SAT - MID,2016-11-12,205
SAT - EVE,2016-11-12,12
SUN - MID,2016-11-13,911
SUN - EVE,2016-11-13,85
MON - MID,2016-11-14,654
MON - EVE,2016-11-14,842
TUE - MID,2016-11-15,411
TUE - EVE,2016-11-15,179
WED - MID,2016-11-16,798
WED - EVE,2016-11-16,127
THU - MID,2016-11-17,244
THU - EVE,2016-11-17,611
FRI - MID,2016-11-18,571
FRI - EVE,2016-11-18,331
SAT - MID,2016-11-19,690
SAT - EVE,2016-11-19,237
SUN - MID,2016-11-20,738
SUN - EVE,2016-11-20,879
MON - MID,2016-11-21,962
MON - EVE,2016-11-21,486
TUE - MID,2016-11-22,850
TUE - EVE,2016-11-22,387
WED - MID,2016-11-23,679
WED - EVE,2016-11-23,820
THU - MID,2016-11-24,918
THU - EVE,2016-11-24,165
FRI - MID,2016-11-25,184
FRI - EVE,2016-11-25,668
SAT - MID,2016-11-26,668
SAT - EVE,2016-11-26,805
SUN - MID,2016-11-27,169
SUN - EVE,2016-11-27,997
MON - MID,2016-11-28,672
MON - EVE,2016-11-28,939
TUE - MID,2016-11-29,553
TUE - EVE,2016-11-29,514
WED - MID,2016-11-30,556
WED - EVE,2016-11-30,838
THU - MID,2016-12-01,751
THU - EVE,2016-12-01,498
FRI - MID,2016-12-02,445
FRI - EVE,2016-12-02,196
SAT - MID,2016-12-03,358
SAT - EVE,2016-12-03,950
SUN - MID,2016-12-04,734
SUN - EVE,2016-12-04,83
MON - MID,2016-12-05,348
MON - EVE,2016-12-05,829
TUE - MID,2016-12-06,61
TUE - EVE,2016-12-06,364
WED - MID,2016-12-07,979
WED - EVE,2016-12-07,926
THU - MID,2016-12-08,542
THU - EVE,2016-12-08,161
FRI - MID,2016-12-09,386
FRI - EVE,2016-12-09,95
SAT - MID,2016-12-10,84
SAT - EVE,2016-12-10,79
SUN - MID,2016-12-11,526
SUN - EVE,2016-12-11,285
MON - MID,2016-12-12,213
MON - EVE,2016-12-12,21
TUE - MID,2016-12-13,985
TUE - EVE,2016-12-13,601
WED - MID,2016-12-14,430
WED - EVE,2016-12-14,180
THU - MID,2016-12-15,76
THU - EVE,2016-12-15,245
FRI - MID,2016-12-16,135
FRI - EVE,2016-12-16,849
SAT - MID,2016-12-17,53
SAT - EVE,2016-12-17,844
SUN - MID,2016-12-18,333
SUN - EVE,2016-12-18,89
MON - MID,2016-12-19,432
MON - EVE,2016-12-19,902
TUE - MID,2016-12-20,266
TUE - EVE,2016-12-20,880
WED - MID,2016-12-21,499
WED - EVE,2016-12-21,647
THU - MID,2016-12-22,72
THU - EVE,2016-12-22,996
FRI - MID,2016-12-23,821
FRI - EVE,2016-12-23,339
SAT - MID,2016-12-24,444
SAT - EVE,2016-12-24,324
SUN - MID,2016-12-25,269
SUN - EVE,2016-12-25,392
MON - MID,2016-12-26,11
MON - EVE,2016-12-26,545
TUE - MID,2016-12-27,700
TUE - EVE,2016-12-27,804
WED - MID,2016-12-28,641
WED - EVE,2016-12-28,578
THU - MID,2016-12-29,245
THU - EVE,2016-12-29,51
FRI - MID,2016-12-30,883
FRI - EVE,2016-12-30,769
SAT - MID,2016-12-31,694
SAT - EVE,2016-12-31,85
THU - MID,2015-01-01,560
THU - EVE,2015-01-01,937
FRI - MID,2015-01-02,685
FRI - EVE,2015-01-02,949
SAT - MID,2015-01-03,722
SAT - EVE,2015-01-03,883
SUN - MID,2015-01-04,684
SUN - EVE,2015-01-04,205
MON - MID,2015-01-05,905
MON - EVE,2015-01-05,850
TUE - MID,2015-01-06,923
TUE - EVE,2015-01-06,166
WED - MID,2015-01-07,374
WED - EVE,2015-01-07,703
THU - MID,2015-01-08,345
THU - EVE,2015-01-08,572
FRI - MID,2015-01-09,289
FRI - EVE,2015-01-09,29
SAT - MID,2015-01-10,44
SAT - EVE,2015-01-10,934
SUN - MID,2015-01-11,172
SUN - EVE,2015-01-11,16
MON - MID,2015-01-12,567
MON - EVE,2015-01-12,609
TUE - MID,2015-01-13,239
TUE - EVE,2015-01-13,140
WED - MID,2015-01-14,340
WED - EVE,2015-01-14,938
THU - MID,2015-01-15,943
THU - EVE,2015-01-15,579
FRI - MID,2015-01-16,643
FRI - EVE,2015-01-16,530
SAT - MID,2015-01-17,72
SAT - EVE,2015-01-17,926
SUN - MID,2015-01-18,560
SUN - EVE,2015-01-18,833
MON - MID,2015-01-19,875
MON - EVE,2015-01-19,913
TUE - MID,2015-01-20,33
TUE - EVE,2015-01-20,116
WED - MID,2015-01-21,741
WED - EVE,2015-01-21,198
THU - MID,2015-01-22,178
THU - EVE,2015-01-22,66
FRI - MID,2015-01-23,488
FRI - EVE,2015-01-23,113
SAT - MID,2015-01-24,970
SAT - EVE,2015-01-24,677
SUN - MID,2015-01-25,75
SUN - EVE,2015-01-25,823
MON - MID,2015-01-26,610
MON - EVE,2015-01-26,594
TUE - MID,2015-01-27,643
TUE - EVE,2015-01-27,708
WED - MID,2015-01-28,429
WED - EVE,2015-01-28,372
THU - MID,2015-01-29,837
THU - EVE,2015-01-29,122
FRI - MID,2015-01-30,809
FRI - EVE,2015-01-30,205
SAT - MID,2015-01-31,815
SAT - EVE,2015-01-31,150
SUN - MID,2015-02-01,446
SUN - EVE,2015-02-01,972
MON - MID,2015-02-02,70
MON - EVE,2015-02-02,675
TUE - MID,2015-02-03,461
TUE - EVE,2015-02-03,208
WED - MID,2015-02-04,593
WED - EVE,2015-02-04,831
THU - MID,2015-02-05,94
THU - EVE,2015-02-05,329
FRI - MID,2015-02-06,116
FRI - EVE,2015-02-06,75
SAT - MID,2015-02-07,588
SAT - EVE,2015-02-07,182
SUN - MID,2015-02-08,606
SUN - EVE,2015-02-08,70
MON - MID,2015-02-09,424
MON - EVE,2015-02-09,371
TUE - MID,2015-02-10,810
TUE - EVE,2015-02-10,745
WED - MID,2015-02-11,321
WED - EVE,2015-02-11,61
THU - MID,2015-02-12,107
THU - EVE,2015-02-12,18
FRI - MID,2015-02-13,185
FRI - EVE,2015-02-13,826
SAT - MID,2015-02-14,597
SAT - EVE,2015-02-14,502
SUN - MID,2015-02-15,87
SUN - EVE,2015-02-15,93
MON - MID,2015-02-16,525
MON - EVE,2015-02-16,311
TUE - MID,2015-02-17,738
TUE - EVE,2015-02-17,136
WED - MID,2015-02-18,718
WED - EVE,2015-02-18,399
THU - MID,2015-02-19,14
THU - EVE,2015-02-19,133
FRI - MID,2015-02-20,601
FRI - EVE,2015-02-20,441
SAT - MID,2015-02-21,425
SAT - EVE,2015-02-21,204
SUN - MID,2015-02-22,953
SUN - EVE,2015-02-22,265
MON - MID,2015-02-23,348
MON - EVE,2015-02-23,784
TUE - MID,2015-02-24,418
TUE - EVE,2015-02-24,443
WED - MID,2015-02-25,239
WED - EVE,2015-02-25,808
THU - MID,2015-02-26,95
THU - EVE,2015-02-26,244
FRI - MID,2015-02-27,814
FRI - EVE,2015-02-27,843
SAT - MID,2015-02-28,93
SAT - EVE,2015-02-28,332
SUN - MID,2015-03-01,519
SUN - EVE,2015-03-01,898
MON - MID,2015-03-02,65
MON - EVE,2015-03-02,807
TUE - MID,2015-03-03,367
TUE - EVE,2015-03-03,791
WED - MID,2015-03-04,782
WED - EVE,2015-03-04,253
THU - MID,2015-03-05,404
THU - EVE,2015-03-05,932
FRI - MID,2015-03-06,940
FRI - EVE,2015-03-06,744
SAT - MID,2015-03-07,325
SAT - EVE,2015-03-07,849
SUN - MID,2015-03-08,512
SUN - EVE,2015-03-08,118
MON - MID,2015-03-09,256
MON - EVE,2015-03-09,661
TUE - MID,2015-03-10,371
TUE - EVE,2015-03-10,38
WED - MID,2015-03-11,246
WED - EVE,2015-03-11,121
THU - MID,2015-03-12,531
THU - EVE,2015-03-12,426
FRI - MID,2015-03-13,688
FRI - EVE,2015-03-13,776
SAT - MID,2015-03-14,697
SAT - EVE,2015-03-14,248
SUN - MID,2015-03-15,170
SUN - EVE,2015-03-15,129
MON - MID,2015-03-16,454
MON - EVE,2015-03-16,836
TUE - MID,2015-03-17,461
TUE - EVE,2015-03-17,682
WED - MID,2015-03-18,260
WED - EVE,2015-03-18,488
THU - MID,2015-03-19,886
THU - EVE,2015-03-19,500
FRI - MID,2015-03-20,626
FRI - EVE,2015-03-20,506
SAT - MID,2015-03-21,510
SAT - EVE,2015-03-21,948
SUN - MID,2015-03-22,76
SUN - EVE,2015-03-22,731
MON - MID,2015-03-23,835
MON - EVE,2015-03-23,857
TUE - MID,2015-03-24,272
TUE - EVE,2015-03-24,682
WED - MID,2015-03-25,116
WED - EVE,2015-03-25,230
THU - MID,2015-03-26,874
THU - EVE,2015-03-26,663
FRI - MID,2015-03-27,804
FRI - EVE,2015-03-27,546
SAT - MID,2015-03-28,198
SAT - EVE,2015-03-28,434
SUN - MID,2015-03-29,540
SUN - EVE,2015-03-29,579
MON - MID,2015-03-30,417
MON - EVE,2015-03-30,232
TUE - MID,2015-03-31,313
TUE - EVE,2015-03-31,436
WED - MID,2015-04-01,106
WED - EVE,2015-04-01,306
THU - MID,2015-04-02,796
THU - EVE,2015-04-02,302
FRI - MID,2015-04-03,173
FRI - EVE,2015-04-03,742
SAT - MID,2015-04-04,272
SAT - EVE,2015-04-04,644
SUN - MID,2015-04-05,710
SUN - EVE,2015-04-05,503
MON - MID,2015-04-06,591
MON - EVE,2015-04-06,108
TUE - MID,2015-04-07,817
TUE - EVE,2015-04-07,459
WED - MID,2015-04-08,599
WED - EVE,2015-04-08,835
THU - MID,2015-04-09,729
THU - EVE,2015-04-09,541
FRI - MID,2015-04-10,253
FRI - EVE,2015-04-10,403
SAT - MID,2015-04-11,266
SAT - EVE,2015-04-11,855
SUN - MID,2015-04-12,386
SUN - EVE,2015-04-12,234
MON - MID,2015-04-13,268
MON - EVE,2015-04-13,742
TUE - MID,2015-04-14,586
TUE - EVE,2015-04-14,214
WED - MID,2015-04-15,55
WED - EVE,2015-04-15,109
THU - MID,2015-04-16,423
THU - EVE,2015-04-16,281
FRI - MID,2015-04-17,544
FRI - EVE,2015-04-17,464
SAT - MID,2015-04-18,329
SAT - EVE,2015-04-18,271
SUN - MID,2015-04-19,7
SUN - EVE,2015-04-19,931
MON - MID,2015-04-20,999
MON - EVE,2015-04-20,783
TUE - MID,2015-04-21,443
TUE - EVE,2015-04-21,786
WED - MID,2015-04-22,315
WED - EVE,2015-04-22,856
THU - MID,2015-04-23,965
THU - EVE,2015-04-23,756
FRI - MID,2015-04-24,908
FRI - EVE,2015-04-24,101
SAT - MID,2015-04-25,829
SAT - EVE,2015-04-25,742
SUN - MID,2015-04-26,844
SUN - EVE,2015-04-26,80
MON - MID,2015-04-27,751
MON - EVE,2015-04-27,479
TUE - MID,2015-04-28,256
TUE - EVE,2015-04-28,125
WED - MID,2015-04-29,512
WED - EVE,2015-04-29,820
THU - MID,2015-04-30,302
THU - EVE,2015-04-30,255
FRI - MID,2015-05-01,130
FRI - EVE,2015-05-01,572
SAT - MID,2015-05-02,133
SAT - EVE,2015-05-02,369
SUN - MID,2015-05-03,229
SUN - EVE,2015-05-03,733
MON - MID,2015-05-04,337
MON - EVE,2015-05-04,930
TUE - MID,2015-05-05,384
TUE - EVE,2015-05-05,154
WED - MID,2015-05-06,74
WED - EVE,2015-05-06,498
THU - MID,2015-05-07,558
THU - EVE,2015-05-07,523
FRI - MID,2015-05-08,668
FRI - EVE,2015-05-08,119
SAT - MID,2015-05-09,641
SAT - EVE,2015-05-09,594
SUN - MID,2015-05-10,482
SUN - EVE,2015-05-10,67
MON - MID,2015-05-11,282
MON - EVE,2015-05-11,605
TUE - MID,2015-05-12,831
TUE - EVE,2015-05-12,207
WED - MID,2015-05-13,191
WED - EVE,2015-05-13,60
THU - MID,2015-05-14,410
THU - EVE,2015-05-14,971
FRI - MID,2015-05-15,523
FRI - EVE,2015-05-15,301
SAT - MID,2015-05-16,354
SAT - EVE,2015-05-16,810
SUN - MID,2015-05-17,297
SUN - EVE,2015-05-17,238
MON - MID,2015-05-18,222
MON - EVE,2015-05-18,6
TUE - MID,2015-05-19,268
TUE - EVE,2015-05-19,355
WED - MID,2015-05-20,938
WED - EVE,2015-05-20,704
THU - MID,2015-05-21,436
THU - EVE,2015-05-21,710
FRI - MID,2015-05-22,445
FRI - EVE,2015-05-22,580
SAT - MID,2015-05-23,218
SAT - EVE,2015-05-23,597
SUN - MID,2015-05-24,351
SUN - EVE,2015-05-24,914
MON - MID,2015-05-25,834
MON - EVE,2015-05-25,892
TUE - MID,2015-05-26,586
TUE - EVE,2015-05-26,107
WED - MID,2015-05-27,664
WED - EVE,2015-05-27,145
THU - MID,2015-05-28,712
THU - EVE,2015-05-28,486
FRI - MID,2015-05-29,817
FRI - EVE,2015-05-29,189
SAT - MID,2015-05-30,412
SAT - EVE,2015-05-30,723
SUN - MID,2015-05-31,142
SUN - EVE,2015-05-31,824
MON - MID,2015-06-01,211
MON - EVE,2015-06-01,512
TUE - MID,2015-06-02,575
TUE - EVE,2015-06-02,259
WED - MID,2015-06-03,322
WED - EVE,2015-06-03,32
THU - MID,2015-06-04,17
THU - EVE,2015-06-04,449
FRI - MID,2015-06-05,24
FRI - EVE,2015-06-05,250
SAT - MID,2015-06-06,741
SAT - EVE,2015-06-06,265
SUN - MID,2015-06-07,410
SUN - EVE,2015-06-07,919
MON - MID,2015-06-08,770
MON - EVE,2015-06-08,532
TUE - MID,2015-06-09,593
TUE - EVE,2015-06-09,149
WED - MID,2015-06-10,152
WED - EVE,2015-06-10,997
THU - MID,2015-06-11,501
THU - EVE,2015-06-11,704
FRI - MID,2015-06-12,271
FRI - EVE,2015-06-12,256
SAT - MID,2015-06-13,619
SAT - EVE,2015-06-13,336
SUN - MID,2015-06-14,748
SUN - EVE,2015-06-14,995
MON - MID,2015-06-15,475
MON - EVE,2015-06-15,598
TUE - MID,2015-06-16,786
TUE - EVE,2015-06-16,547
WED - MID,2015-06-17,739
WED - EVE,2015-06-17,914
THU - MID,2015-06-18,317
THU - EVE,2015-06-18,78
FRI - MID,2015-06-19,841
FRI - EVE,2015-06-19,375
SAT - MID,2015-06-20,401
SAT - EVE,2015-06-20,613
SUN - MID,2015-06-21,520
SUN - EVE,2015-06-21,646
MON - MID,2015-06-22,674
MON - EVE,2015-06-22,263
TUE - MID,2015-06-23,760
TUE - EVE,2015-06-23,679
WED - MID,2015-06-24,405
WED - EVE,2015-06-24,338
THU - MID,2015-06-25,438
THU - EVE,2015-06-25,52
FRI - MID,2015-06-26,346
FRI - EVE,2015-06-26,205
SAT - MID,2015-06-27,55
SAT - EVE,2015-06-27,111
SUN - MID,2015-06-28,121
SUN - EVE,2015-06-28,597
MON - MID,2015-06-29,312
MON - EVE,2015-06-29,756
TUE - MID,2015-06-30,630
TUE - EVE,2015-06-30,900
WED - MID,2015-07-01,619
WED - EVE,2015-07-01,931
THU - MID,2015-07-02,477
THU - EVE,2015-07-02,868
FRI - MID,2015-07-03,225
FRI - EVE,2015-07-03,149
SAT - MID,2015-07-04,884
SAT - EVE,2015-07-04,890
SUN - MID,2015-07-05,560
SUN - EVE,2015-07-05,543
MON - MID,2015-07-06,969
MON - EVE,2015-07-06,27
TUE - MID,2015-07-07,801
TUE - EVE,2015-07-07,583
WED - MID,2015-07-08,785
WED - EVE,2015-07-08,309
THU - MID,2015-07-09,558
THU - EVE,2015-07-09,773
FRI - MID,2015-07-10,166
FRI - EVE,2015-07-10,435
SAT - MID,2015-07-11,91
SAT - EVE,2015-07-11,965
SUN - MID,2015-07-12,457
SUN - EVE,2015-07-12,354
MON - MID,2015-07-13,503
MON - EVE,2015-07-13,667
TUE - MID,2015-07-14,650
TUE - EVE,2015-07-14,431
WED - MID,2015-07-15,318
WED - EVE,2015-07-15,381
THU - MID,2015-07-16,741
THU - EVE,2015-07-16,880
FRI - MID,2015-07-17,423
FRI - EVE,2015-07-17,205
SAT - MID,2015-07-18,181
SAT - EVE,2015-07-18,637
SUN - MID,2015-07-19,563
SUN - EVE,2015-07-19,728
MON - MID,2015-07-20,805
MON - EVE,2015-07-20,928
TUE - MID,2015-07-21,992
TUE - EVE,2015-07-21,548
WED - MID,2015-07-22,981
WED - EVE,2015-07-22,875
THU - MID,2015-07-23,310
THU - EVE,2015-07-23,6
FRI - MID,2015-07-24,79
FRI - EVE,2015-07-24,125
SAT - MID,2015-07-25,269
SAT - EVE,2015-07-25,946
SUN - MID,2015-07-26,490
SUN - EVE,2015-07-26,284
MON - MID,2015-07-27,331
MON - EVE,2015-07-27,790
TUE - MID,2015-07-28,225
TUE - EVE,2015-07-28,656
WED - MID,2015-07-29,753
WED - EVE,2015-07-29,239
THU - MID,2015-07-30,585
THU - EVE,2015-07-30,11
FRI - MID,2015-07-31,577
FRI - EVE,2015-07-31,104
SAT - MID,2015-08-01,172
SAT - EVE,2015-08-01,946
SUN - MID,2015-08-02,185
SUN - EVE,2015-08-02,520
MON - MID,2015-08-03,264
MON - EVE,2015-08-03,747
TUE - MID,2015-08-04,43
TUE - EVE,2015-08-04,624
WED - MID,2015-08-05,809
WED - EVE,2015-08-05,983
THU - MID,2015-08-06,941
THU - EVE,2015-08-06,370
FRI - MID,2015-08-07,277
FRI - EVE,2015-08-07,186
SAT - MID,2015-08-08,182
SAT - EVE,2015-08-08,517
SUN - MID,2015-08-09,88
SUN - EVE,2015-08-09,260
MON - MID,2015-08-10,543
MON - EVE,2015-08-10,148
TUE - MID,2015-08-11,234
TUE - EVE,2015-08-11,59
WED - MID,2015-08-12,350
WED - EVE,2015-08-12,845
THU - MID,2015-08-13,877
THU - EVE,2015-08-13,282
FRI - MID,2015-08-14,726
FRI - EVE,2015-08-14,455
SAT - MID,2015-08-15,739
SAT - EVE,2015-08-15,991
SUN - MID,2015-08-16,346
SUN - EVE,2015-08-16,364
MON - MID,2015-08-17,758
MON - EVE,2015-08-17,127
TUE - MID,2015-08-18,629
TUE - EVE,2015-08-18,644
WED - MID,2015-08-19,784
WED - EVE,2015-08-19,272
THU - MID,2015-08-20,149
THU - EVE,2015-08-20,480
FRI - MID,2015-08-21,751
FRI - EVE,2015-08-21,441
SAT - MID,2015-08-22,488
SAT - EVE,2015-08-22,509
SUN - MID,2015-08-23,297
SUN - EVE,2015-08-23,750
MON - MID,2015-08-24,815
MON - EVE,2015-08-24,842
TUE - MID,2015-08-25,613
TUE - EVE,2015-08-25,60
WED - MID,2015-08-26,829
WED - EVE,2015-08-26,912
THU - MID,2015-08-27,652
THU - EVE,2015-08-27,131
FRI - MID,2015-08-28,696
FRI - EVE,2015-08-28,513
SAT - MID,2015-08-29,688
SAT - EVE,2015-08-29,884
SUN - MID,2015-08-30,908
SUN - EVE,2015-08-30,491
MON - MID,2015-08-31,336
MON - EVE,2015-08-31,671
TUE - MID,2015-09-01,655
TUE - EVE,2015-09-01,269
WED - MID,2015-09-02,329
WED - EVE,2015-09-02,389
THU - MID,2015-09-03,81
THU - EVE,2015-09-03,338
FRI - MID,2015-09-04,485
FRI - EVE,2015-09-04,458
SAT - MID,2015-09-05,920
SAT - EVE,2015-09-05,405
SUN - MID,2015-09-06,161
SUN - EVE,2015-09-06,36
MON - MID,2015-09-07,743
MON - EVE,2015-09-07,842
TUE - MID,2015-09-08,681
TUE - EVE,2015-09-08,486
WED - MID,2015-09-09,862
WED - EVE,2015-09-09,640
THU - MID,2015-09-10,67
THU - EVE,2015-09-10,693
FRI - MID,2015-09-11,54
FRI - EVE,2015-09-11,581
SAT - MID,2015-09-12,6
SAT - EVE,2015-09-12,612
SUN - MID,2015-09-13,348
SUN - EVE,2015-09-13,917
MON - MID,2015-09-14,729
MON - EVE,2015-09-14,324
TUE - MID,2015-09-15,405
TUE - EVE,2015-09-15,285
WED - MID,2015-09-16,573
WED - EVE,2015-09-16,803
THU - MID,2015-09-17,392
THU - EVE,2015-09-17,353
FRI - MID,2015-09-18,409
FRI - EVE,2015-09-18,261
SAT - MID,2015-09-19,605
SAT - EVE,2015-09-19,653
SUN - MID,2015-09-20,713
SUN - EVE,2015-09-20,982
MON - MID,2015-09-21,516
MON - EVE,2015-09-21,218
TUE - MID,2015-09-22,379
TUE - EVE,2015-09-22,661
WED - MID,2015-09-23,19
WED - EVE,2015-09-23,856
THU - MID,2015-09-24,956
THU - EVE,2015-09-24,368
FRI - MID,2015-09-25,292
FRI - EVE,2015-09-25,862
SAT - MID,2015-09-26,752
SAT - EVE,2015-09-26,75
SUN - MID,2015-09-27,211
SUN - EVE,2015-09-27,335
MON - MID,2015-09-28,958
MON - EVE,2015-09-28,450
TUE - MID,2015-09-29,466
TUE - EVE,2015-09-29,394
WED - MID,2015-09-30,993
WED - EVE,2015-09-30,472
THU - MID,2015-10-01,746
THU - EVE,2015-10-01,631
FRI - MID,2015-10-02,640
FRI - EVE,2015-10-02,274
SAT - MID,2015-10-03,309
SAT - EVE,2015-10-03,133
SUN - MID,2015-10-04,916
SUN - EVE,2015-10-04,157
MON - MID,2015-10-05,510
MON - EVE,2015-10-05,919
TUE - MID,2015-10-06,208
