Draw,Date,Pick3
0,2014-03-22,674
0,2014-03-23,335
1,2014-03-23,52
0,2014-03-24,96
1,2014-03-24,769
1,2014-03-25,563
0,2014-03-25,896
1,2014-03-26,875
0,2014-03-26,445
0,2014-03-27,330
1,2014-03-27,493
0,2014-03-28,722
1,2014-03-28,763
1,2014-03-29,539
0,2014-03-29,739
0,2014-03-30,877
1,2014-03-30,976
0,2014-03-31,911
1,2014-03-31,331
1,2014-04-01,10
0,2014-04-01,842
0,2014-04-02,856
1,2014-04-02,293
0,2014-04-03,17
1,2014-04-03,405
1,2014-04-04,260
0,2014-04-04,250
1,2014-04-05,334
0,2014-04-05,40
0,2014-04-06,175
1,2014-04-06,185
0,2014-04-07,802
1,2014-04-07,534
1,2014-04-08,694
0,2014-04-08,619
0,2014-04-09,708
1,2014-04-09,52
0,2014-04-10,552
1,2014-04-10,659
1,2014-04-11,666
0,2014-04-11,924
0,2014-04-12,124
1,2014-04-12,619
0,2014-04-13,930
1,2014-04-13,709
1,2014-04-14,343
0,2014-04-14,899
0,2014-04-15,362
1,2014-04-15,368
0,2014-04-16,224
1,2014-04-16,217
0,2014-04-17,65
1,2014-04-17,143
1,2014-04-18,951
0,2014-04-18,954
0,2014-04-19,859
1,2014-04-19,488
0,2014-04-20,975
1,2014-04-20,684
1,2014-04-21,887
0,2014-04-21,305
0,2014-04-22,945
1,2014-04-22,97
0,2014-04-23,373
1,2014-04-23,363
1,2014-04-24,429
0,2014-04-24,88
0,2014-04-25,329
1,2014-04-25,115
0,2014-04-26,66
1,2014-04-26,277
0,2014-04-27,576
1,2014-04-27,88
1,2014-04-28,867
0,2014-04-28,417
0,2014-04-29,711
1,2014-04-29,705
0,2014-04-30,226
1,2014-04-30,930
1,2014-05-01,501
0,2014-05-01,149
0,2014-05-02,520
1,2014-05-02,881
0,2014-05-03,467
1,2014-05-03,141
1,2014-05-04,459
0,2014-05-04,961
0,2014-05-05,710
1,2014-05-05,931
0,2014-05-06,319
1,2014-05-06,299
0,2014-05-07,415
1,2014-05-07,682
1,2014-05-08,672
0,2014-05-08,598
0,2014-05-09,463
1,2014-05-09,22
0,2014-05-10,657
1,2014-05-10,523
1,2014-05-11,913
0,2014-05-11,121
0,2014-05-12,36
1,2014-05-12,8
0,2014-05-13,537
1,2014-05-13,47
1,2014-05-14,220
0,2014-05-14,606
0,2014-05-15,727
1,2014-05-15,476
0,2014-05-16,336
1,2014-05-16,943
0,2014-05-17,112
1,2014-05-17,550
1,2014-05-18,837
0,2014-05-18,197
0,2014-05-19,739
1,2014-05-19,678
0,2014-05-20,366
1,2014-05-20,292
1,2014-05-21,26
0,2014-05-21,655
0,2014-05-22,383
1,2014-05-22,474
0,2014-05-23,780
1,2014-05-23,269
1,2014-05-24,215
0,2014-05-24,100
0,2014-05-25,515
1,2014-05-25,397
0,2014-05-26,435
1,2014-05-26,769
1,2014-05-27,863
0,2014-05-27,666
1,2014-05-28,39
0,2014-05-28,360
0,2014-05-29,318
1,2014-05-29,245
0,2014-05-30,583
1,2014-05-30,306
1,2014-05-31,238
0,2014-05-31,284
0,2014-06-01,994
1,2014-06-01,245
0,2014-06-02,514
1,2014-06-02,184
1,2014-06-03,292
0,2014-06-03,771
0,2014-06-04,710
1,2014-06-04,802
0,2014-06-05,673
1,2014-06-05,806
1,2014-06-06,455
0,2014-06-06,890
1,2014-06-07,686
0,2014-06-07,330
0,2014-06-08,92
1,2014-06-08,105
0,2014-06-09,161
1,2014-06-09,986
1,2014-06-10,525
0,2014-06-10,579
0,2014-06-11,821
1,2014-06-11,492
0,2014-06-12,552
1,2014-06-12,466
1,2014-06-13,963
0,2014-06-13,234
0,2014-06-14,561
1,2014-06-14,399
0,2014-06-15,478
1,2014-06-15,265
1,2014-06-16,912
0,2014-06-16,445
1,2014-06-17,832
0,2014-06-17,389
0,2014-06-18,132
1,2014-06-18,45
0,2014-06-19,909
1,2014-06-19,441
1,2014-06-20,715
0,2014-06-20,780
0,2014-06-21,727
1,2014-06-21,19
0,2014-06-22,881
1,2014-06-22,234
1,2014-06-23,719
0,2014-06-23,431
0,2014-06-24,62
1,2014-06-24,348
0,2014-06-25,919
1,2014-06-25,910
1,2014-06-26,52
0,2014-06-26,953
0,2014-06-27,708
1,2014-06-27,464
0,2014-06-28,501
1,2014-06-28,561
0,2014-06-29,288
1,2014-06-29,537
1,2014-06-30,29
0,2014-06-30,998
0,2014-07-01,189
1,2014-07-01,130
0,2014-07-02,505
1,2014-07-02,285
1,2014-07-03,342
0,2014-07-03,945
0,2014-07-04,377
1,2014-07-04,771
0,2014-07-05,921
1,2014-07-05,482
1,2014-07-06,891
0,2014-07-06,374
0,2014-07-07,499
1,2014-07-07,466
0,2014-07-08,499
1,2014-07-08,758
0,2014-07-09,631
1,2014-07-09,100
1,2014-07-10,645
0,2014-07-10,143
0,2014-07-11,627
1,2014-07-11,215
0,2014-07-12,449
1,2014-07-12,744
1,2014-07-13,96
0,2014-07-13,270
0,2014-07-14,493
1,2014-07-14,151
0,2014-07-15,6
1,2014-07-15,886
1,2014-07-16,416
0,2014-07-16,865
0,2014-07-17,337
1,2014-07-17,703
0,2014-07-18,998
1,2014-07-18,976
0,2014-07-19,972
1,2014-07-19,744
1,2014-07-20,777
0,2014-07-20,769
0,2014-07-21,531
1,2014-07-21,64
0,2014-07-22,223
1,2014-07-22,985
1,2014-07-23,675
0,2014-07-23,995
0,2014-07-24,834
1,2014-07-24,883
0,2014-07-25,61
1,2014-07-25,530
1,2014-07-26,689
0,2014-07-26,558
0,2014-07-27,401
1,2014-07-27,814
0,2014-07-28,534
1,2014-07-28,999
0,2014-07-29,286
1,2014-07-29,284
1,2014-07-30,885
0,2014-07-30,390
0,2014-07-31,673
1,2014-07-31,679
0,2014-08-01,831
1,2014-08-01,218
1,2014-08-02,128
0,2014-08-02,214
0,2014-08-03,453
1,2014-08-03,577
0,2014-08-04,846
1,2014-08-04,396
1,2014-08-05,944
0,2014-08-05,398
0,2014-08-06,454
1,2014-08-06,973
0,2014-08-07,806
1,2014-08-07,147
1,2014-08-08,835
0,2014-08-08,93
1,2014-08-09,43
0,2014-08-09,440
0,2014-08-10,130
1,2014-08-10,407
0,2014-08-11,424
1,2014-08-11,249
1,2014-08-12,782
0,2014-08-12,506
0,2014-08-13,569
1,2014-08-13,310
0,2014-08-14,470
1,2014-08-14,905
1,2014-08-15,436
0,2014-08-15,332
0,2014-08-16,423
1,2014-08-16,311
0,2014-08-17,171
1,2014-08-17,394
1,2014-08-18,373
0,2014-08-18,135
1,2014-08-19,583
0,2014-08-19,938
0,2014-08-20,325
1,2014-08-20,389
0,2014-08-21,84
1,2014-08-21,753
0,2014-08-22,385
1,2014-08-22,979
0,2014-08-23,833
1,2014-08-23,265
1,2014-08-24,921
0,2014-08-24,898
0,2014-08-25,362
1,2014-08-25,481
0,2014-08-26,477
1,2014-08-26,584
0,2014-08-27,552
1,2014-08-27,316
0,2014-08-28,237
1,2014-08-28,570
0,2014-08-29,626
1,2014-08-29,833
0,2014-08-30,730
1,2014-08-30,397
0,2014-08-31,935
1,2014-08-31,899
0,2014-09-01,509
1,2014-09-01,694
0,2014-09-02,478
1,2014-09-02,821
0,2014-09-03,661
1,2014-09-03,158
0,2014-09-04,474
1,2014-09-04,743
0,2014-09-05,197
1,2014-09-05,623
0,2014-09-06,849
1,2014-09-06,487
0,2014-09-07,721
1,2014-09-07,27
0,2014-09-08,55
1,2014-09-08,941
0,2014-09-09,345
1,2014-09-09,382
0,2014-09-10,487
1,2014-09-10,984
0,2014-09-11,787
1,2014-09-11,402
0,2014-09-12,681
1,2014-09-12,671
0,2014-09-13,45
1,2014-09-13,966
0,2014-09-14,509
1,2014-09-14,995
0,2014-09-15,822
1,2014-09-15,381
0,2014-09-16,25
1,2014-09-16,920
0,2014-09-17,534
1,2014-09-17,71
0,2014-09-18,609
1,2014-09-18,411
0,2014-09-19,386
1,2014-09-19,101
0,2014-09-20,216
1,2014-09-20,386
0,2014-09-21,626
1,2014-09-21,529
0,2014-09-22,479
1,2014-09-22,134
0,2014-09-23,118
1,2014-09-23,356
0,2014-09-24,698
1,2014-09-24,292
0,2014-09-25,421
1,2014-09-25,162
0,2014-09-26,424
1,2014-09-26,729
0,2014-09-27,751
1,2014-09-27,378
0,2014-09-28,323
1,2014-09-28,63
0,2014-09-29,639
1,2014-09-29,290
0,2014-09-30,985
1,2014-09-30,395
0,2014-10-01,598
1,2014-10-01,308
0,2014-10-02,508
1,2014-10-02,347
0,2014-10-03,281
1,2014-10-03,508
0,2014-10-04,785
1,2014-10-04,820
0,2014-10-05,527
1,2014-10-05,832
0,2014-10-06,984
1,2014-10-06,750
0,2014-10-07,723
1,2014-10-07,541
0,2014-10-08,906
1,2014-10-08,172
0,2014-10-09,454
1,2014-10-09,385
0,2014-10-10,975
1,2014-10-10,958
0,2014-10-11,928
1,2014-10-11,792
0,2014-10-12,396
1,2014-10-12,888
0,2014-10-13,202
1,2014-10-13,163
0,2014-10-14,109
1,2014-10-14,280
0,2014-10-15,178
1,2014-10-15,412
0,2014-10-16,593
1,2014-10-16,853
0,2014-10-17,4
1,2014-10-17,429
0,2014-10-18,600
1,2014-10-18,290
0,2014-10-19,621
1,2014-10-19,33
0,2014-10-20,356
1,2014-10-20,971
0,2014-10-21,26
1,2014-10-21,483
0,2014-10-22,653
1,2014-10-22,790
0,2014-10-23,946
1,2014-10-23,653
0,2014-10-24,536
1,2014-10-24,865
0,2014-10-25,879
1,2014-10-25,14
0,2014-10-26,43
1,2014-10-26,359
0,2014-10-27,158
1,2014-10-27,425
0,2014-10-28,527
1,2014-10-28,789
0,2014-10-29,125
1,2014-10-29,310
0,2014-10-30,824
1,2014-10-30,207
0,2014-10-31,267
1,2014-10-31,150
0,2014-11-01,105
1,2014-11-01,326
0,2014-11-02,74
1,2014-11-02,650
0,2014-11-03,76
1,2014-11-03,549
0,2014-11-04,330
1,2014-11-04,621
0,2014-11-05,412
1,2014-11-05,841
0,2014-11-06,131
1,2014-11-06,228
0,2014-11-07,307
1,2014-11-07,887
0,2014-11-08,815
1,2014-11-08,375
0,2014-11-09,93
1,2014-11-09,157
0,2014-11-10,996
1,2014-11-10,143
0,2014-11-11,595
1,2014-11-11,531
0,2014-11-12,8
1,2014-11-12,801
0,2014-11-13,359
1,2014-11-13,76
0,2014-11-14,166
1,2014-11-14,86
0,2014-11-15,782
1,2014-11-15,158
0,2014-11-16,388
1,2014-11-16,999
0,2014-11-17,354
1,2014-11-17,10
0,2014-11-18,988
1,2014-11-18,643
0,2014-11-19,616
1,2014-11-19,399
0,2014-11-20,460
1,2014-11-20,805
0,2014-11-21,385
1,2014-11-21,547
0,2014-11-22,675
1,2014-11-22,468
0,2014-11-23,337
1,2014-11-23,282
0,2014-11-24,96
1,2014-11-24,341
0,2014-11-25,498
1,2014-11-25,650
0,2014-11-26,331
1,2014-11-26,887
0,2014-11-27,801
1,2014-11-27,779
0,2014-11-28,145
1,2014-11-28,651
0,2014-11-29,630
1,2014-11-29,958
0,2014-11-30,740
1,2014-11-30,89
0,2014-12-01,495
1,2014-12-01,427
0,2014-12-02,166
1,2014-12-02,667
0,2014-12-03,204
1,2014-12-03,464
0,2014-12-04,18
1,2014-12-04,464
0,2014-12-05,46
1,2014-12-05,215
0,2014-12-06,623
1,2014-12-06,483
0,2014-12-07,515
1,2014-12-07,764
0,2014-12-08,277
1,2014-12-08,842
0,2014-12-09,763
1,2014-12-09,183
0,2014-12-10,226
1,2014-12-10,0
0,2014-12-11,277
1,2014-12-11,763
0,2014-12-12,772
1,2014-12-12,808
0,2014-12-13,662
1,2014-12-13,617
0,2014-12-14,910
1,2014-12-14,13
0,2014-12-15,851
1,2014-12-15,532
0,2014-12-16,457
1,2014-12-16,455
0,2014-12-17,586
1,2014-12-17,45
0,2014-12-18,463
1,2014-12-18,56
0,2014-12-19,221
1,2014-12-19,967
0,2014-12-20,791
1,2014-12-20,304
0,2014-12-21,741
1,2014-12-21,76
0,2014-12-22,965
1,2014-12-22,226
0,2014-12-23,751
1,2014-12-23,298
0,2014-12-24,603
1,2014-12-24,679
0,2014-12-25,774
1,2014-12-25,466
0,2014-12-26,375
1,2014-12-26,810
0,2014-12-27,503
1,2014-12-27,636
0,2014-12-28,479
1,2014-12-28,374
0,2014-12-29,664
1,2014-12-29,196
0,2014-12-30,326
1,2014-12-30,625
0,2014-12-31,614
1,2014-12-31,191
0,2013-01-01,473
1,2013-01-01,639
0,2013-01-02,875
1,2013-01-02,340
0,2013-01-03,603
1,2013-01-03,672
0,2013-01-04,421
1,2013-01-04,532
0,2013-01-05,903
1,2013-01-05,218
0,2013-01-06,228
1,2013-01-06,919
0,2013-01-07,548
1,2013-01-07,823
0,2013-01-08,766
1,2013-01-08,499
0,2013-01-09,466
1,2013-01-09,176
0,2013-01-10,187
1,2013-01-10,960
0,2013-01-11,780
1,2013-01-11,749
0,2013-01-12,630
1,2013-01-12,287
0,2013-01-13,406
1,2013-01-13,214
0,2013-01-14,306
1,2013-01-14,170
0,2013-01-15,442
1,2013-01-15,766
0,2013-01-16,695
1,2013-01-16,819
0,2013-01-17,920
1,2013-01-17,668
0,2013-01-18,749
1,2013-01-18,217
0,2013-01-19,38
1,2013-01-19,113
0,2013-01-20,828
1,2013-01-20,371
0,2013-01-21,90
1,2013-01-21,186
0,2013-01-22,592
1,2013-01-22,702
0,2013-01-23,280
1,2013-01-23,944
0,2013-01-24,619
1,2013-01-24,894
0,2013-01-25,515
1,2013-01-25,546
0,2013-01-26,853
1,2013-01-26,610
0,2013-01-27,565
1,2013-01-27,304
0,2013-01-28,969
1,2013-01-28,356
0,2013-01-29,309
1,2013-01-29,783
0,2013-01-30,948
1,2013-01-30,675
0,2013-01-31,285
1,2013-01-31,528
0,2013-02-01,283
1,2013-02-01,148
0,2013-02-02,964
1,2013-02-02,558
0,2013-02-03,787
1,2013-02-03,693
0,2013-02-04,366
1,2013-02-04,414
0,2013-02-05,474
1,2013-02-05,485
0,2013-02-06,539
1,2013-02-06,928
0,2013-02-07,530
1,2013-02-07,102
0,2013-02-08,349
1,2013-02-08,669
0,2013-02-09,335
1,2013-02-09,410
0,2013-02-10,813
1,2013-02-10,14
0,2013-02-11,795
1,2013-02-11,308
0,2013-02-12,690
1,2013-02-12,593
0,2013-02-13,492
1,2013-02-13,244
0,2013-02-14,131
1,2013-02-14,166
0,2013-02-15,875
1,2013-02-15,268
0,2013-02-16,45
1,2013-02-16,266
0,2013-02-17,236
1,2013-02-17,791
0,2013-02-18,919
1,2013-02-18,676
0,2013-02-19,160
1,2013-02-19,275
0,2013-02-20,177
1,2013-02-20,578
0,2013-02-21,190
1,2013-02-21,360
0,2013-02-22,588
1,2013-02-22,977
0,2013-02-23,799
1,2013-02-23,347
0,2013-02-24,863
1,2013-02-24,831
0,2013-02-25,993
1,2013-02-25,233
0,2013-02-26,267
1,2013-02-26,971
0,2013-02-27,829
1,2013-02-27,676
0,2013-02-28,174
1,2013-02-28,54
0,2013-03-01,609
1,2013-03-01,413
0,2013-03-02,786
1,2013-03-02,51
0,2013-03-03,597
1,2013-03-03,998
0,2013-03-04,717
1,2013-03-04,704
0,2013-03-05,55
1,2013-03-05,247
0,2013-03-06,832
1,2013-03-06,805
0,2013-03-07,714
1,2013-03-07,373
0,2013-03-08,207
1,2013-03-08,464
0,2013-03-09,526
1,2013-03-09,150
0,2013-03-10,818
1,2013-03-10,344
0,2013-03-11,902
1,2013-03-11,736
0,2013-03-12,421
1,2013-03-12,135
0,2013-03-13,79
1,2013-03-13,286
0,2013-03-14,289
1,2013-03-14,919
0,2013-03-15,621
1,2013-03-15,30
0,2013-03-16,402
1,2013-03-16,922
0,2013-03-17,64
1,2013-03-17,618
0,2013-03-18,541
1,2013-03-18,722
0,2013-03-19,166
1,2013-03-19,656
0,2013-03-20,711
1,2013-03-20,228
0,2013-03-21,388
1,2013-03-21,127
0,2013-03-22,20
1,2013-03-22,659
0,2013-03-23,221
1,2013-03-23,905
0,2013-03-24,740
1,2013-03-24,815
0,2013-03-25,271
1,2013-03-25,524
0,2013-03-26,247
1,2013-03-26,900
0,2013-03-27,300
1,2013-03-27,562
0,2013-03-28,33
1,2013-03-28,682
0,2013-03-29,919
1,2013-03-29,557
0,2013-03-30,735
1,2013-03-30,594
0,2013-03-31,309
1,2013-03-31,756
0,2013-04-01,506
1,2013-04-01,897
0,2013-04-02,775
1,2013-04-02,917
0,2013-04-03,312
1,2013-04-03,312
0,2013-04-04,972
1,2013-04-04,372
0,2013-04-05,224
1,2013-04-05,405
0,2013-04-06,285
1,2013-04-06,114
0,2013-04-07,223
1,2013-04-07,963
0,2013-04-08,253
1,2013-04-08,311
0,2013-04-09,132
1,2013-04-09,484
0,2013-04-10,782
1,2013-04-10,855
0,2013-04-11,450
1,2013-04-11,831
0,2013-04-12,789
1,2013-04-12,620
0,2013-04-13,479
1,2013-04-13,453
0,2013-04-14,289
1,2013-04-14,87
0,2013-04-15,219
1,2013-04-15,863
0,2013-04-16,533
1,2013-04-16,928
0,2013-04-17,124
1,2013-04-17,573
0,2013-04-18,733
1,2013-04-18,599
0,2013-04-19,224
1,2013-04-19,147
0,2013-04-20,513
1,2013-04-20,274
0,2013-04-21,374
1,2013-04-21,926
0,2013-04-22,895
1,2013-04-22,24
0,2013-04-23,716
1,2013-04-23,349
0,2013-04-24,415
1,2013-04-24,737
0,2013-04-25,561
1,2013-04-25,326
0,2013-04-26,258
1,2013-04-26,18
0,2013-04-27,339
1,2013-04-27,391
0,2013-04-28,814
1,2013-04-28,686
0,2013-04-29,968
1,2013-04-29,167
0,2013-04-30,52
1,2013-04-30,788
0,2013-05-01,981
1,2013-05-01,389
0,2013-05-02,218
1,2013-05-02,171
0,2013-05-03,347
1,2013-05-03,208
0,2013-05-04,74
1,2013-05-04,858
0,2013-05-05,416
1,2013-05-05,513
0,2013-05-06,535
1,2013-05-06,41
0,2013-05-07,615
1,2013-05-07,508
0,2013-05-08,979
1,2013-05-08,121
0,2013-05-09,190
1,2013-05-09,261
0,2013-05-10,466
1,2013-05-10,81
0,2013-05-11,759
1,2013-05-11,381
0,2013-05-12,790
1,2013-05-12,535
0,2013-05-13,757
1,2013-05-13,566
0,2013-05-14,439
1,2013-05-14,343
0,2013-05-15,252
1,2013-05-15,527
0,2013-05-16,274
1,2013-05-16,500
0,2013-05-17,952
1,2013-05-17,298
0,2013-05-18,949
1,2013-05-18,134
0,2013-05-19,482
1,2013-05-19,860
0,2013-05-20,395
1,2013-05-20,562
0,2013-05-21,465
1,2013-05-21,738
0,2013-05-22,106
1,2013-05-22,426
0,2013-05-23,921
1,2013-05-23,217
0,2013-05-24,902
1,2013-05-24,708
0,2013-05-25,435
1,2013-05-25,61
0,2013-05-26,781
1,2013-05-26,492
0,2013-05-27,601
1,2013-05-27,22
0,2013-05-28,568
1,2013-05-28,931
0,2013-05-29,768
1,2013-05-29,416
0,2013-05-30,676
1,2013-05-30,52
0,2013-05-31,982
1,2013-05-31,513
0,2013-06-01,372
1,2013-06-01,600
0,2013-06-02,702
1,2013-06-02,661
0,2013-06-03,676
1,2013-06-03,430
0,2013-06-04,383
1,2013-06-04,557
0,2013-06-05,975
1,2013-06-05,920
0,2013-06-06,819
1,2013-06-06,570
0,2013-06-07,738
1,2013-06-07,968
0,2013-06-08,726
1,2013-06-08,3
0,2013-06-09,814
1,2013-06-09,444
0,2013-06-10,190
1,2013-06-10,285
0,2013-06-11,46
1,2013-06-11,244
0,2013-06-12,405
1,2013-06-12,883
0,2013-06-13,738
1,2013-06-13,547
0,2013-06-14,795
1,2013-06-14,264
0,2013-06-15,99
1,2013-06-15,535
0,2013-06-16,288
1,2013-06-16,2
0,2013-06-17,206
1,2013-06-17,127
0,2013-06-18,420
1,2013-06-18,58
0,2013-06-19,771
1,2013-06-19,412
0,2013-06-20,691
1,2013-06-20,249
0,2013-06-21,122
1,2013-06-21,880
0,2013-06-22,748
1,2013-06-22,876
0,2013-06-23,906
1,2013-06-23,494
0,2013-06-24,621
1,2013-06-24,383
0,2013-06-25,785
1,2013-06-25,624
0,2013-06-26,647
1,2013-06-26,897
0,2013-06-27,117
1,2013-06-27,559
0,2013-06-28,367
1,2013-06-28,599
0,2013-06-29,678
1,2013-06-29,223
0,2013-06-30,517
1,2013-06-30,103
0,2013-07-01,330
1,2013-07-01,612
0,2013-07-02,630
1,2013-07-02,572
0,2013-07-03,654
1,2013-07-03,998
0,2013-07-04,342
1,2013-07-04,312
0,2013-07-05,273
1,2013-07-05,75
0,2013-07-06,17
1,2013-07-06,202
0,2013-07-07,261
1,2013-07-07,267
0,2013-07-08,382
1,2013-07-08,700
0,2013-07-09,430
1,2013-07-09,688
0,2013-07-10,850
1,2013-07-10,728
0,2013-07-11,439
1,2013-07-11,418
0,2013-07-12,994
1,2013-07-12,852
0,2013-07-13,120
1,2013-07-13,862
0,2013-07-14,845
1,2013-07-14,283
0,2013-07-15,665
1,2013-07-15,477
0,2013-07-16,87
1,2013-07-16,363
0,2013-07-17,672
1,2013-07-17,397
0,2013-07-18,89
1,2013-07-18,627
0,2013-07-19,483
1,2013-07-19,460
0,2013-07-20,661
1,2013-07-20,747
0,2013-07-21,828
1,2013-07-21,587
0,2013-07-22,282
1,2013-07-22,57
0,2013-07-23,460
1,2013-07-23,69
0,2013-07-24,818
1,2013-07-24,746
0,2013-07-25,324
1,2013-07-25,349
0,2013-07-26,453
1,2013-07-26,527
0,2013-07-27,126
1,2013-07-27,197
0,2013-07-28,106
1,2013-07-28,618
0,2013-07-29,350
1,2013-07-29,926
0,2013-07-30,58
1,2013-07-30,305
0,2013-07-31,835
1,2013-07-31,268
0,2013-08-01,1
1,2013-08-01,504
0,2013-08-02,219
1,2013-08-02,868
0,2013-08-03,928
1,2013-08-03,636
0,2013-08-04,331
1,2013-08-04,726
0,2013-08-05,505
1,2013-08-05,29
0,2013-08-06,396
1,2013-08-06,632
0,2013-08-07,534
1,2013-08-07,738
0,2013-08-08,571
1,2013-08-08,727
0,2013-08-09,530
1,2013-08-09,852
0,2013-08-10,556
1,2013-08-10,114
0,2013-08-11,609
1,2013-08-11,835
0,2013-08-12,32
1,2013-08-12,23
0,2013-08-13,570
1,2013-08-13,988
0,2013-08-14,10
1,2013-08-14,59
0,2013-08-15,26
1,2013-08-15,942
0,2013-08-16,476
1,2013-08-16,406
0,2013-08-17,673
1,2013-08-17,460
0,2013-08-18,860
1,2013-08-18,987
0,2013-08-19,10
1,2013-08-19,561
0,2013-08-20,820
1,2013-08-20,975
0,2013-08-21,552
1,2013-08-21,175
0,2013-08-22,244
1,2013-08-22,124
0,2013-08-23,825
1,2013-08-23,404
0,2013-08-24,180
1,2013-08-24,887
0,2013-08-25,472
1,2013-08-25,440
0,2013-08-26,62
1,2013-08-26,129
0,2013-08-27,406
1,2013-08-27,657
0,2013-08-28,604
1,2013-08-28,390
0,2013-08-29,585
1,2013-08-29,589
0,2013-08-30,516
1,2013-08-30,703
0,2013-08-31,514
1,2013-08-31,928
0,2013-09-01,653
1,2013-09-01,423
0,2013-09-02,669
1,2013-09-02,374
0,2013-09-03,833
1,2013-09-03,95
0,2013-09-04,469
1,2013-09-04,129
0,2013-09-05,749
1,2013-09-05,954
0,2013-09-06,616
1,2013-09-06,659
0,2013-09-07,753
1,2013-09-07,327
0,2013-09-08,736
1,2013-09-08,922
0,2013-09-09,646
1,2013-09-09,753
0,2013-09-10,728
1,2013-09-10,528
0,2013-09-11,679
1,2013-09-11,203
0,2013-09-12,106
1,2013-09-12,498
0,2013-09-13,660
1,2013-09-13,769
0,2013-09-14,718
1,2013-09-14,726
0,2013-09-15,658
1,2013-09-15,783
0,2013-09-16,911
1,2013-09-16,992
0,2013-09-17,815
1,2013-09-17,192
0,2013-09-18,669
1,2013-09-18,424
0,2013-09-19,85
1,2013-09-19,847
0,2013-09-20,127
1,2013-09-20,992
0,2013-09-21,406
1,2013-09-21,600
0,2013-09-22,833
1,2013-09-22,237
0,2013-09-23,698
1,2013-09-23,682
0,2013-09-24,880
1,2013-09-24,279
0,2013-09-25,59
1,2013-09-25,177
0,2013-09-26,29
1,2013-09-26,773
0,2013-09-27,717
1,2013-09-27,176
0,2013-09-28,483
1,2013-09-28,657
0,2013-09-29,405
1,2013-09-29,731
0,2013-09-30,930
1,2013-09-30,688
0,2013-10-01,444
1,2013-10-01,101
0,2013-10-02,68
1,2013-10-02,653
0,2013-10-03,378
1,2013-10-03,877
0,2013-10-04,386
1,2013-10-04,966
0,2013-10-05,16
1,2013-10-05,622
0,2013-10-06,813
1,2013-10-06,372
0,2013-10-07,846
1,2013-10-07,779
0,2013-10-08,503
1,2013-10-08,512
0,2013-10-09,991
1,2013-10-09,667
0,2013-10-10,715
1,2013-10-10,182
0,2013-10-11,25
1,2013-10-11,433
0,2013-10-12,123
1,2013-10-12,605
0,2013-10-13,360
1,2013-10-13,229
0,2013-10-14,586
1,2013-10-14,184
0,2013-10-15,895
1,2013-10-15,458
0,2013-10-16,50
1,2013-10-16,131
0,2013-10-17,479
1,2013-10-17,439
0,2013-10-18,334
1,2013-10-18,431
0,2013-10-19,855
1,2013-10-19,743
0,2013-10-20,173
1,2013-10-20,499
0,2013-10-21,473
1,2013-10-21,177
0,2013-10-22,316
1,2013-10-22,548
0,2013-10-23,946
1,2013-10-23,255
0,2013-10-24,105
1,2013-10-24,409
0,2013-10-25,552
1,2013-10-25,864
0,2013-10-26,524
1,2013-10-26,445
0,2013-10-27,353
1,2013-10-27,249
0,2013-10-28,635
1,2013-10-28,261
0,2013-10-29,144
1,2013-10-29,479
0,2013-10-30,122
1,2013-10-30,758
0,2013-10-31,695
1,2013-10-31,560
0,2013-11-01,908
1,2013-11-01,440
0,2013-11-02,24
1,2013-11-02,956
0,2013-11-03,155
1,2013-11-03,421
0,2013-11-04,531
1,2013-11-04,221
0,2013-11-05,645
1,2013-11-05,282
0,2013-11-06,929
1,2013-11-06,481
0,2013-11-07,224
1,2013-11-07,341
0,2013-11-08,782
1,2013-11-08,381
0,2013-11-09,707
1,2013-11-09,461
0,2013-11-10,879
1,2013-11-10,486
0,2013-11-11,439
1,2013-11-11,721
0,2013-11-12,224
1,2013-11-12,480
0,2013-11-13,378
1,2013-11-13,812
0,2013-11-14,833
1,2013-11-14,236
0,2013-11-15,706
1,2013-11-15,745
0,2013-11-16,405
1,2013-11-16,674
0,2013-11-17,766
1,2013-11-17,303
0,2013-11-18,185
1,2013-11-18,652
0,2013-11-19,298
1,2013-11-19,671
0,2013-11-20,280
1,2013-11-20,504
0,2013-11-21,725
1,2013-11-21,602
0,2013-11-22,190
1,2013-11-22,509
0,2013-11-23,562
1,2013-11-23,835
0,2013-11-24,597
1,2013-11-24,893
0,2013-11-25,619
1,2013-11-25,207
0,2013-11-26,208
1,2013-11-26,792
0,2013-11-27,411
1,2013-11-27,952
0,2013-11-28,836
1,2013-11-28,364
0,2013-11-29,182
1,2013-11-29,320
0,2013-11-30,762
1,2013-11-30,347
0,2013-12-01,65
1,2013-12-01,901
0,2013-12-02,259
1,2013-12-02,104
0,2013-12-03,360
1,2013-12-03,329
0,2013-12-04,229
1,2013-12-04,973
0,2013-12-05,165
1,2013-12-05,652
0,2013-12-06,748
1,2013-12-06,606
0,2013-12-07,325
1,2013-12-07,822
0,2013-12-08,471
1,2013-12-08,645
0,2013-12-09,262
1,2013-12-09,547
0,2013-12-10,171
1,2013-12-10,426
0,2013-12-11,568
1,2013-12-11,384
0,2013-12-12,489
1,2013-12-12,539
0,2013-12-13,312
1,2013-12-13,278
0,2013-12-14,394
1,2013-12-14,143
0,2013-12-15,573
1,2013-12-15,188
0,2013-12-16,616
1,2013-12-16,632
0,2013-12-17,551
1,2013-12-17,679
