Draw,Date,Pick3,Pick4,Pick5
1,2016-05-25,752,2947,81727
0,2016-05-26,361,2365,80026
1,2016-05-26,418,9188,45451
0,2016-05-27,434,9900,57001
1,2016-05-27,989,3594,56612
0,2016-05-28,57,4047,91371
1,2016-05-28,591,9550,84420
0,2016-05-29,173,6248,2249
1,2016-05-29,179,5179,86241
0,2016-05-30,746,4531,80640
1,2016-05-30,79,5198,42530
0,2016-05-31,340,2332,63265
1,2016-05-31,314,5833,23127
0,2016-06-01,149,7052,10115
1,2016-06-01,824,7045,90538
0,2016-06-02,645,1019,20147
1,2016-06-02,908,9318,49153
0,2016-06-03,898,3849,173
1,2016-06-03,914,4009,97533
0,2016-06-04,959,4049,60963
1,2016-06-04,573,6852,91723
0,2016-06-05,820,8987,47222
1,2016-06-05,171,1380,40164
0,2016-06-06,743,2793,89671
1,2016-06-06,889,9887,53301
0,2016-06-07,741,1659,47940
1,2016-06-07,737,5364,29274
0,2016-06-08,607,5840,83677
1,2016-06-08,510,6532,32076
0,2016-06-09,114,1162,90426
1,2016-06-09,391,7481,95208
0,2016-06-10,569,7645,8170
1,2016-06-10,810,9254,5146
0,2016-06-11,638,5480,61763
1,2016-06-11,413,6472,81292
0,2016-06-12,517,5037,15837
1,2016-06-12,17,249,16903
0,2016-06-13,942,6226,88510
1,2016-06-13,959,1333,32324
0,2016-06-14,358,7954,78294
1,2016-06-14,874,700,52706
0,2016-06-15,259,1469,13656
1,2016-06-15,328,3165,80290
0,2016-06-16,1,8852,50462
1,2016-06-16,683,154,45734
0,2016-06-17,956,4181,20944
1,2016-06-17,619,5909,69061
0,2016-06-18,712,3019,4645
1,2016-06-18,565,3112,27527
0,2016-06-19,613,4660,51648
1,2016-06-19,923,3081,61744
0,2016-06-20,801,8843,27767
1,2016-06-20,420,3970,12282
0,2016-06-21,541,3859,90704
1,2016-06-21,431,2076,22118
0,2016-06-22,955,9235,49898
1,2016-06-22,289,2520,40602
0,2016-06-23,505,5997,81389
1,2016-06-23,811,5455,84420
0,2016-06-24,523,1154,76102
1,2016-06-24,890,688,34602
0,2016-06-25,959,850,95581
1,2016-06-25,945,8772,58422
0,2016-06-26,454,4873,76681
1,2016-06-26,32,4346,70033
0,2016-06-27,908,4941,64666
1,2016-06-27,415,3556,66491
0,2016-06-28,833,5420,75217
1,2016-06-28,333,7323,31503
0,2016-06-29,417,705,93436
1,2016-06-29,153,8250,67687
0,2016-06-30,113,9557,22465
1,2016-06-30,431,8797,56173
0,2016-07-01,531,277,9099
1,2016-07-01,964,4952,63965
0,2016-07-02,453,8181,93704
1,2016-07-02,709,7029,5640
0,2016-07-03,541,7616,39383
1,2016-07-03,5,5165,15783
0,2016-07-04,20,8273,1605
1,2016-07-04,603,6021,25744
0,2016-07-05,318,8594,84316
1,2016-07-05,149,9829,99110
0,2016-07-06,613,2082,89649
1,2016-07-06,793,4029,69916
0,2016-07-07,57,979,9591
1,2016-07-07,42,7982,71682
0,2016-07-08,438,5793,9813
1,2016-07-08,635,8547,41854
0,2016-07-09,663,4723,68327
1,2016-07-09,222,3987,12253
0,2016-07-10,104,6522,76563
1,2016-07-10,211,234,53957
0,2016-07-11,363,7092,87215
1,2016-07-11,532,9967,14006
0,2016-07-12,138,8267,46658
1,2016-07-12,113,365,64371
0,2016-07-13,123,8531,40628
1,2016-07-13,58,7023,97000
0,2016-07-14,195,6697,69529
1,2016-07-14,50,3359,9417
0,2016-07-15,751,4087,78155
1,2016-07-15,10,6089,11857
0,2016-07-16,492,1815,77712
1,2016-07-16,733,4908,35278
0,2016-07-17,337,6369,89281
1,2016-07-17,13,2938,46935
0,2016-07-18,474,9843,41697
1,2016-07-18,816,3739,62327
0,2016-07-19,324,5422,60102
1,2016-07-19,651,6622,71399
0,2016-07-20,697,5649,72917
1,2016-07-20,546,5818,44483
0,2016-07-21,542,2343,41679
1,2016-07-21,143,2199,33824
0,2016-07-22,988,9454,27365
1,2016-07-22,488,1472,86853
0,2016-07-23,710,9751,51470
1,2016-07-23,873,5994,93228
0,2016-07-24,995,85,461
1,2016-07-24,553,3408,62290
0,2016-07-25,692,4562,39551
1,2016-07-25,977,1063,96935
0,2016-07-26,806,7927,23122
1,2016-07-26,570,9779,60492
0,2016-07-27,490,5401,52975
1,2016-07-27,565,344,32829
0,2016-07-28,313,244,97118
1,2016-07-28,772,1023,71654
0,2016-07-29,823,6585,36226
1,2016-07-29,587,1538,82652
0,2016-07-30,218,2591,82043
1,2016-07-30,795,6439,26074
0,2016-07-31,660,9349,28299
1,2016-07-31,52,6729,40865
0,2016-08-01,721,2461,80051
1,2016-08-01,285,4025,88919
0,2016-08-02,691,5304,69264
1,2016-08-02,191,5351,5379
0,2016-08-03,940,4415,38506
1,2016-08-03,560,7781,66790
0,2016-08-04,992,5679,805
1,2016-08-04,638,8941,58911
0,2016-08-05,461,8569,24930
1,2016-08-05,345,4773,2051
0,2016-08-06,300,2034,55902
1,2016-08-06,580,7111,24617
0,2016-08-07,631,9409,28936
1,2016-08-07,616,5933,92573
0,2016-08-08,31,1366,8435
1,2016-08-08,615,9903,52880
0,2016-08-09,667,7175,49463
1,2016-08-09,120,6671,94873
0,2016-08-10,337,8804,10631
1,2016-08-10,371,6858,28960
0,2016-08-11,990,2233,1696
1,2016-08-11,552,1431,60032
0,2016-08-12,903,9518,7018
1,2016-08-12,970,9484,13345
0,2016-08-13,461,3346,56560
1,2016-08-13,919,7800,10021
0,2016-08-14,843,5455,59216
1,2016-08-14,922,5567,24232
0,2016-08-15,603,2281,52965
1,2016-08-15,924,8811,72238
0,2016-08-16,675,1303,82885
1,2016-08-16,486,8762,52859
0,2016-08-17,736,7796,31414
1,2016-08-17,396,6285,20075
0,2016-08-18,319,3466,91054
1,2016-08-18,407,4766,30796
0,2016-08-19,342,8301,44627
1,2016-08-19,545,88,86956
0,2016-08-20,46,6441,43718
1,2016-08-20,645,3333,47920
0,2016-08-21,607,2530,73778
1,2016-08-21,201,2240,44572
0,2016-08-22,376,2176,63825
1,2016-08-22,680,9187,39242
0,2016-08-23,668,5352,77863
1,2016-08-23,630,2817,58553
0,2016-08-24,670,7487,332
1,2016-08-24,783,7838,77941
0,2016-08-25,495,7800,76097
1,2016-08-25,40,3052,77627
0,2016-08-26,454,1928,75579
1,2016-08-26,928,9535,11388
0,2016-08-27,629,2690,41651
1,2016-08-27,488,1067,70690
0,2016-08-28,640,7910,82876
1,2016-08-28,87,3100,69943
0,2016-08-29,925,7074,43626
1,2016-08-29,920,1752,17176
0,2016-08-30,689,349,4446
1,2016-08-30,755,8231,75574
0,2016-08-31,191,2338,22865
1,2016-08-31,488,6218,89941
0,2016-09-01,250,6622,44544
1,2016-09-01,875,2402,29688
0,2016-09-02,77,3399,45714
1,2016-09-02,771,753,96175
0,2016-09-03,55,60,81905
1,2016-09-03,354,5757,37591
0,2016-09-04,729,9708,69421
1,2016-09-04,185,5207,46994
0,2016-09-05,610,1821,46512
1,2016-09-05,753,6866,75478
0,2016-09-06,637,7063,3753
1,2016-09-06,419,6815,75398
0,2016-09-07,900,3610,12818
1,2016-09-07,728,3632,20593
0,2016-09-08,956,8574,77742
1,2016-09-08,36,286,66969
0,2016-09-09,28,6637,29889
1,2016-09-09,988,1317,68207
0,2016-09-10,558,3618,70299
1,2016-09-10,85,535,64475
0,2016-09-11,551,76,85452
1,2016-09-11,637,9553,6512
0,2016-09-12,407,2998,21724
1,2016-09-12,1,4571,3740
0,2016-09-13,50,8496,7459
1,2016-09-13,829,1708,45451
0,2016-09-14,81,6887,49414
1,2016-09-14,970,9365,83692
0,2016-09-15,154,4850,30866
1,2016-09-15,870,5202,52811
0,2016-09-16,539,3717,32604
1,2016-09-16,904,3392,33348
0,2016-09-17,472,5833,26424
1,2016-09-17,180,2738,38341
0,2016-09-18,209,897,16561
1,2016-09-18,322,5711,22751
0,2016-09-19,450,1049,61154
1,2016-09-19,215,9884,20747
0,2016-09-20,225,9072,2342
1,2016-09-20,192,8553,35360
0,2016-09-21,193,940,86344
1,2016-09-21,128,3045,51934
0,2016-09-22,837,2812,37664
1,2016-09-22,665,6221,35
0,2016-09-23,165,1494,58676
1,2016-09-23,256,5979,53107
0,2016-09-24,1,2450,74576
1,2016-09-24,567,2086,29350
0,2016-09-25,982,8859,27062
1,2016-09-25,956,7352,95094
0,2016-09-26,181,498,75172
1,2016-09-26,590,1590,33975
0,2016-09-27,635,1880,69394
1,2016-09-27,729,411,68594
0,2016-09-28,520,323,98065
1,2016-09-28,479,5187,22143
0,2016-09-29,887,1256,32321
1,2016-09-29,642,1749,14566
0,2016-09-30,190,7270,88489
1,2016-09-30,969,1687,25085
0,2016-10-01,386,4083,94613
1,2016-10-01,958,925,40391
0,2016-10-02,687,2766,94296
1,2016-10-02,530,1844,81246
0,2016-10-03,469,8993,90496
1,2016-10-03,718,3394,83730
0,2016-10-04,467,1064,63202
1,2016-10-04,563,6209,79487
0,2016-10-05,335,3463,10102
1,2016-10-05,344,1103,77478
0,2016-10-06,754,4022,16881
1,2016-10-06,974,5436,22658
0,2016-10-07,67,6053,69996
1,2016-10-07,649,3323,26960
0,2016-10-08,72,8365,62654
1,2016-10-08,311,8361,55167
0,2016-10-09,454,2868,92432
1,2016-10-09,130,5273,64669
0,2016-10-10,181,3994,50189
1,2016-10-10,866,7335,29874
0,2016-10-11,841,2267,5805
1,2016-10-11,190,4349,22271
0,2016-10-12,813,7495,74692
1,2016-10-12,990,9025,71335
0,2016-10-13,239,9296,93980
1,2016-10-13,106,9965,56302
0,2016-10-14,59,363,22502
1,2016-10-14,539,5878,85653
0,2016-10-15,953,4918,24201
1,2016-10-15,228,9494,83539
0,2016-10-16,816,8272,14500
1,2016-10-16,437,8437,28834
0,2016-10-17,381,3797,8997
1,2016-10-17,252,6848,91204
0,2016-10-18,328,5037,4929
1,2016-10-18,718,7841,74274
0,2016-10-19,21,2330,15478
1,2016-10-19,889,9629,64417
0,2016-10-20,700,375,5145
1,2016-10-20,395,7357,36575
0,2016-10-21,37,862,99542
1,2016-10-21,767,3146,36191
0,2016-10-22,452,160,72038
1,2016-10-22,382,3451,62841
0,2016-10-23,437,1330,17513
1,2016-10-23,192,3912,80998
0,2016-10-24,690,2101,12755
1,2016-10-24,701,7336,88465
0,2016-10-25,833,6857,62308
1,2016-10-25,13,2377,18532
0,2016-10-26,822,8948,99920
1,2016-10-26,178,6802,65367
0,2016-10-27,942,757,1068
1,2016-10-27,361,3879,94858
0,2016-10-28,39,5257,95107
1,2016-10-28,634,6256,69273
0,2016-10-29,578,7816,74945
1,2016-10-29,432,2157,40890
0,2016-10-30,227,1998,36004
1,2016-10-30,944,8793,56663
0,2016-10-31,934,9582,86569
1,2016-10-31,100,1266,60477
0,2016-11-01,790,2394,73800
1,2016-11-01,686,447,13161
0,2016-11-02,682,6261,69699
1,2016-11-02,175,9321,663
0,2016-11-03,668,7008,64611
1,2016-11-03,108,4791,94501
0,2016-11-04,177,8922,95535
1,2016-11-04,777,6062,58555
0,2016-11-05,589,1607,77778
1,2016-11-05,609,5374,49406
0,2016-11-06,91,5650,30419
1,2016-11-06,889,7990,34318
0,2016-11-07,201,5162,34896
1,2016-11-07,589,6042,79461
0,2016-11-08,676,306,39485
1,2016-11-08,755,5936,99414
0,2016-11-09,134,7707,55864
1,2016-11-09,988,4711,66752
0,2016-11-10,917,6964,1795
1,2016-11-10,366,609,14259
0,2016-11-11,273,9935,4777
1,2016-11-11,519,1423,50172
0,2016-11-12,205,7849,10566
1,2016-11-12,12,6865,5104
0,2016-11-13,911,9276,89263
1,2016-11-13,85,279,42604
0,2016-11-14,654,9905,67212
1,2016-11-14,842,2436,52791
0,2016-11-15,411,8115,6632
1,2016-11-15,179,6613,87265
0,2016-11-16,798,243,86285
1,2016-11-16,127,911,65609
0,2016-11-17,244,2370,34931
1,2016-11-17,611,5840,70953
0,2016-11-18,571,865,68242
1,2016-11-18,331,4143,76326
0,2016-11-19,690,4085,24345
1,2016-11-19,237,8600,4425
0,2016-11-20,738,6109,28007
1,2016-11-20,879,1154,37221
0,2016-11-21,962,8387,29764
1,2016-11-21,486,3521,82641
0,2016-11-22,850,9654,17631
1,2016-11-22,387,5338,54566
0,2016-11-23,679,4494,16428
1,2016-11-23,820,3278,96239
0,2016-11-24,918,5493,60086
1,2016-11-24,165,7704,52412
0,2016-11-25,184,3531,56322
1,2016-11-25,668,976,11441
0,2016-11-26,668,5966,92284
1,2016-11-26,805,1904,72808
0,2016-11-27,169,4229,61788
1,2016-11-27,997,1226,32402
0,2016-11-28,672,7952,94857
1,2016-11-28,939,2926,46208
0,2016-11-29,553,3814,69921
1,2016-11-29,514,1788,33158
0,2016-11-30,556,6738,78927
1,2016-11-30,838,6090,52791
0,2016-12-01,751,3726,94820
1,2016-12-01,498,5604,33661
0,2016-12-02,445,3041,2132
1,2016-12-02,196,2503,27673
0,2016-12-03,358,8236,26451
1,2016-12-03,950,2268,83729
0,2016-12-04,734,8758,98859
1,2016-12-04,83,4622,94210
0,2016-12-05,348,9963,34189
1,2016-12-05,829,2842,85986
0,2016-12-06,61,9201,72802
1,2016-12-06,364,7434,54613
0,2016-12-07,979,9836,59817
1,2016-12-07,926,9597,82046
0,2016-12-08,542,6304,73005
1,2016-12-08,161,5735,2853
0,2016-12-09,386,6704,8609
1,2016-12-09,95,2695,39475
0,2016-12-10,84,6627,52344
1,2016-12-10,79,7027,82533
0,2016-12-11,526,5920,71231
1,2016-12-11,285,9354,14770
0,2016-12-12,213,5269,22691
1,2016-12-12,21,8516,15784
0,2016-12-13,985,5803,86982
1,2016-12-13,601,1604,34419
0,2016-12-14,430,4992,4889
1,2016-12-14,180,208,46504
0,2016-12-15,76,7099,95696
1,2016-12-15,245,1305,22783
0,2016-12-16,135,4741,84729
1,2016-12-16,849,8313,29532
0,2016-12-17,53,1167,20300
1,2016-12-17,844,3619,96393
0,2016-12-18,333,3315,24512
1,2016-12-18,89,9412,85834
0,2016-12-19,432,2750,85890
1,2016-12-19,902,1547,95776
0,2016-12-20,266,7890,21476
1,2016-12-20,880,1165,26540
0,2016-12-21,499,3085,1615
1,2016-12-21,647,3923,5947
0,2016-12-22,72,5950,34898
1,2016-12-22,996,6168,5071
0,2016-12-23,821,6220,89405
1,2016-12-23,339,8146,99113
0,2016-12-24,444,8379,44289
1,2016-12-24,324,6665,53894
0,2016-12-25,269,9131,58578
1,2016-12-25,392,9692,62840
0,2016-12-26,11,6341,1149
1,2016-12-26,545,3103,25806
0,2016-12-27,700,911,38740
1,2016-12-27,804,5928,91520
0,2016-12-28,641,6060,75801
1,2016-12-28,578,3327,99457
0,2016-12-29,245,1374,69912
1,2016-12-29,51,2344,93065
0,2016-12-30,883,9929,40974
1,2016-12-30,769,1266,8421
0,2016-12-31,694,5036,37725
1,2016-12-31,85,8785,24168
0,2015-01-01,560,8479,94448
1,2015-01-01,937,9928,94429
0,2015-01-02,685,2558,12846
1,2015-01-02,949,4166,69457
0,2015-01-03,722,624,29676
1,2015-01-03,883,1360,43387
0,2015-01-04,684,6811,20309
1,2015-01-04,205,9298,2692
0,2015-01-05,905,3,31037
1,2015-01-05,850,2264,34884
0,2015-01-06,923,9932,19454
1,2015-01-06,166,6467,27333
0,2015-01-07,374,2590,6057
1,2015-01-07,703,6023,87461
0,2015-01-08,345,7959,50204
1,2015-01-08,572,9569,46594
0,2015-01-09,289,4718,18415
1,2015-01-09,29,3301,99673
0,2015-01-10,44,2154,50422
1,2015-01-10,934,6998,5372
0,2015-01-11,172,1763,76695
1,2015-01-11,16,2134,53204
0,2015-01-12,567,9373,53282
1,2015-01-12,609,1510,33538
0,2015-01-13,239,3680,62099
1,2015-01-13,140,6884,30843
0,2015-01-14,340,5065,3852
1,2015-01-14,938,3092,83692
0,2015-01-15,943,6381,93500
1,2015-01-15,579,8217,84365
0,2015-01-16,643,5370,20312
1,2015-01-16,530,1079,67004
0,2015-01-17,72,1492,69788
1,2015-01-17,926,6064,20961
0,2015-01-18,560,1985,40203
1,2015-01-18,833,5756,45450
0,2015-01-19,875,9298,70946
1,2015-01-19,913,7410,84596
0,2015-01-20,33,9299,97693
1,2015-01-20,116,9859,18645
0,2015-01-21,741,8556,75950
1,2015-01-21,198,6337,91302
0,2015-01-22,178,5148,15326
1,2015-01-22,66,4291,17533
0,2015-01-23,488,9156,97598
1,2015-01-23,113,7941,12040
0,2015-01-24,970,227,6486
1,2015-01-24,677,3849,35729
0,2015-01-25,75,6277,8969
1,2015-01-25,823,3788,68185
0,2015-01-26,610,9546,11906
1,2015-01-26,594,2256,88441
0,2015-01-27,643,9863,31886
1,2015-01-27,708,1464,20829
0,2015-01-28,429,7940,42778
1,2015-01-28,372,4407,42376
0,2015-01-29,837,6556,86696
1,2015-01-29,122,937,82021
0,2015-01-30,809,7044,44516
1,2015-01-30,205,9180,56091
0,2015-01-31,815,4065,73039
1,2015-01-31,150,4664,89919
0,2015-02-01,446,9787,67184
1,2015-02-01,972,3836,93124
0,2015-02-02,70,8452,36934
1,2015-02-02,675,7319,88331
0,2015-02-03,461,4226,45045
1,2015-02-03,208,9316,78626
0,2015-02-04,593,8008,77970
1,2015-02-04,831,9857,59545
0,2015-02-05,94,1327,25818
1,2015-02-05,329,4441,61515
0,2015-02-06,116,2386,78251
1,2015-02-06,75,9142,3261
0,2015-02-07,588,2419,83909
1,2015-02-07,182,1549,20636
0,2015-02-08,606,3279,81987
1,2015-02-08,70,1916,72725
0,2015-02-09,424,1447,25885
1,2015-02-09,371,1247,48535
0,2015-02-10,810,7321,63609
1,2015-02-10,745,7280,71654
0,2015-02-11,321,9590,61470
1,2015-02-11,61,1146,78359
0,2015-02-12,107,1913,48266
1,2015-02-12,18,2272,91445
0,2015-02-13,185,662,41897
1,2015-02-13,826,9477,90210
0,2015-02-14,597,7427,89473
1,2015-02-14,502,4913,37132
0,2015-02-15,87,5998,67735
1,2015-02-15,93,7180,47301
0,2015-02-16,525,2753,72624
1,2015-02-16,311,2480,93832
0,2015-02-17,738,7411,1627
1,2015-02-17,136,1248,11954
0,2015-02-18,718,231,34354
1,2015-02-18,399,1959,11133
0,2015-02-19,14,7522,23586
1,2015-02-19,133,9064,95166
0,2015-02-20,601,2465,26801
1,2015-02-20,441,6200,4364
0,2015-02-21,425,2918,65568
1,2015-02-21,204,7849,31440
0,2015-02-22,953,3192,79061
1,2015-02-22,265,5622,79876
0,2015-02-23,348,3816,46679
1,2015-02-23,784,7294,38334
0,2015-02-24,418,1157,77338
1,2015-02-24,443,5150,7379
0,2015-02-25,239,8251,39475
1,2015-02-25,808,3175,93619
0,2015-02-26,95,1091,53718
1,2015-02-26,244,8846,29846
0,2015-02-27,814,8086,31763
1,2015-02-27,843,9328,32521
0,2015-02-28,93,6534,75406
1,2015-02-28,332,4001,4057
0,2015-03-01,519,8295,65472
1,2015-03-01,898,7884,89853
0,2015-03-02,65,9956,79330
1,2015-03-02,807,4430,48176
0,2015-03-03,367,4431,11305
1,2015-03-03,791,7288,61719
0,2015-03-04,782,2930,28492
1,2015-03-04,253,2051,38534
0,2015-03-05,404,4042,23508
1,2015-03-05,932,5494,48360
0,2015-03-06,940,5624,87016
1,2015-03-06,744,6425,18511
0,2015-03-07,325,9167,96783
1,2015-03-07,849,3520,98698
0,2015-03-08,512,2243,27465
1,2015-03-08,118,5362,37634
0,2015-03-09,256,3135,77610
1,2015-03-09,661,5222,37501
0,2015-03-10,371,5504,64755
1,2015-03-10,38,2178,784
0,2015-03-11,246,4971,9414
1,2015-03-11,121,2347,75626
0,2015-03-12,531,4772,83029
1,2015-03-12,426,9925,27261
0,2015-03-13,688,1484,54615
1,2015-03-13,776,9181,8526
0,2015-03-14,697,7704,19060
1,2015-03-14,248,2036,77100
0,2015-03-15,170,2525,53730
1,2015-03-15,129,4964,74342
0,2015-03-16,454,6344,25699
1,2015-03-16,836,9885,35752
0,2015-03-17,461,5767,98555
1,2015-03-17,682,2205,25564
0,2015-03-18,260,5718,32509
1,2015-03-18,488,6820,21147
0,2015-03-19,886,6900,55499
1,2015-03-19,500,5504,73585
0,2015-03-20,626,7392,9930
1,2015-03-20,506,2923,6208
0,2015-03-21,510,5698,8133
1,2015-03-21,948,9787,28095
0,2015-03-22,76,3769,45749
1,2015-03-22,731,1418,91253
0,2015-03-23,835,3030,9813
1,2015-03-23,857,5710,46110
0,2015-03-24,272,9110,42863
1,2015-03-24,682,625,40061
0,2015-03-25,116,8939,24436
1,2015-03-25,230,1168,63285
0,2015-03-26,874,5220,10721
1,2015-03-26,663,9445,69094
0,2015-03-27,804,899,74112
1,2015-03-27,546,7332,92106
0,2015-03-28,198,8932,66549
1,2015-03-28,434,8483,3
0,2015-03-29,540,581,4857
1,2015-03-29,579,3823,78226
0,2015-03-30,417,4292,73670
1,2015-03-30,232,7274,97116
0,2015-03-31,313,906,46656
1,2015-03-31,436,9519,99296
0,2015-04-01,106,3453,98507
1,2015-04-01,306,5206,60864
0,2015-04-02,796,4404,62157
1,2015-04-02,302,3640,9548
0,2015-04-03,173,8469,51851
1,2015-04-03,742,8575,85739
0,2015-04-04,272,2866,70293
1,2015-04-04,644,2759,85514
0,2015-04-05,710,5092,44687
1,2015-04-05,503,1394,79505
0,2015-04-06,591,7490,8656
1,2015-04-06,108,9186,29273
0,2015-04-07,817,2918,2324
1,2015-04-07,459,9074,23049
0,2015-04-08,599,4696,40753
1,2015-04-08,835,4149,5539
0,2015-04-09,729,7972,63622
1,2015-04-09,541,8680,62073
0,2015-04-10,253,6158,23779
1,2015-04-10,403,2312,30090
0,2015-04-11,266,4932,15462
1,2015-04-11,855,136,86386
0,2015-04-12,386,8510,41411
1,2015-04-12,234,8297,39170
0,2015-04-13,268,5408,50385
1,2015-04-13,742,5089,42549
0,2015-04-14,586,5740,44475
1,2015-04-14,214,7394,98770
0,2015-04-15,55,284,74041
1,2015-04-15,109,7704,62949
0,2015-04-16,423,3433,70990
1,2015-04-16,281,7276,70560
0,2015-04-17,544,2777,22379
1,2015-04-17,464,8710,42465
0,2015-04-18,329,6772,89722
1,2015-04-18,271,5062,85006
0,2015-04-19,7,5669,81851
1,2015-04-19,931,3548,7132
0,2015-04-20,999,748,19516
1,2015-04-20,783,3161,15715
0,2015-04-21,443,362,31920
1,2015-04-21,786,5748,72055
0,2015-04-22,315,7372,70100
1,2015-04-22,856,4180,69263
0,2015-04-23,965,3077,7394
1,2015-04-23,756,1531,31940
0,2015-04-24,908,638,41842
1,2015-04-24,101,8208,44012
0,2015-04-25,829,2960,56384
1,2015-04-25,742,5362,1199
0,2015-04-26,844,8587,531
1,2015-04-26,80,2977,14467
0,2015-04-27,751,9663,56748
1,2015-04-27,479,3782,5827
0,2015-04-28,256,1329,27669
1,2015-04-28,125,993,49670
0,2015-04-29,512,9610,98784
1,2015-04-29,820,3389,87581
0,2015-04-30,302,6472,97972
1,2015-04-30,255,5284,56651
0,2015-05-01,130,9721,79839
1,2015-05-01,572,5339,14277
0,2015-05-02,133,6424,50203
1,2015-05-02,369,4717,19473
0,2015-05-03,229,1658,83380
1,2015-05-03,733,6710,70457
0,2015-05-04,337,1780,48495
1,2015-05-04,930,9835,27431
0,2015-05-05,384,6789,47738
1,2015-05-05,154,7184,55538
0,2015-05-06,74,8421,84855
1,2015-05-06,498,4734,92567
0,2015-05-07,558,3904,68481
1,2015-05-07,523,4644,39417
0,2015-05-08,668,8246,25666
1,2015-05-08,119,2612,16798
0,2015-05-09,641,1056,91033
1,2015-05-09,594,2220,80897
0,2015-05-10,482,1084,5219
1,2015-05-10,67,1023,99119
0,2015-05-11,282,3941,2118
1,2015-05-11,605,1071,83172
0,2015-05-12,831,4118,51746
1,2015-05-12,207,2611,50675
0,2015-05-13,191,3361,34158
1,2015-05-13,60,5961,91099
0,2015-05-14,410,3735,75045
1,2015-05-14,971,4206,9762
0,2015-05-15,523,2254,68633
1,2015-05-15,301,4958,46832
0,2015-05-16,354,4941,19319
1,2015-05-16,810,9528,10395
0,2015-05-17,297,9654,31685
1,2015-05-17,238,87,96306
0,2015-05-18,222,8909,80965
1,2015-05-18,6,2027,94856
0,2015-05-19,268,7954,15241
1,2015-05-19,355,8814,34857
0,2015-05-20,938,5693,17265
1,2015-05-20,704,8336,13140
0,2015-05-21,436,9903,31511
1,2015-05-21,710,1913,92447
0,2015-05-22,445,2798,22437
1,2015-05-22,580,5223,70909
0,2015-05-23,218,4608,48444
1,2015-05-23,597,5576,32738
0,2015-05-24,351,304,40072
1,2015-05-24,914,3198,53361
0,2015-05-25,834,3815,30845
1,2015-05-25,892,8148,37629
0,2015-05-26,586,909,10023
1,2015-05-26,107,912,57813
0,2015-05-27,664,7993,55410
1,2015-05-27,145,7406,2116
0,2015-05-28,712,5813,73325
1,2015-05-28,486,3667,40059
0,2015-05-29,817,1071,67536
1,2015-05-29,189,5999,56689
0,2015-05-30,412,3032,6522
1,2015-05-30,723,4235,92106
0,2015-05-31,142,5461,88643
1,2015-05-31,824,4910,58994
0,2015-06-01,211,3710,37962
1,2015-06-01,512,9191,92867
0,2015-06-02,575,3377,47857
1,2015-06-02,259,3368,1955
0,2015-06-03,322,7284,48248
1,2015-06-03,32,3713,68921
0,2015-06-04,17,8438,85581
1,2015-06-04,449,3947,48148
0,2015-06-05,24,475,13647
1,2015-06-05,250,1513,7549
0,2015-06-06,741,8902,37451
1,2015-06-06,265,409,15546
0,2015-06-07,410,1652,96468
1,2015-06-07,919,7979,92704
0,2015-06-08,770,6328,43600
1,2015-06-08,532,8871,76680
0,2015-06-09,593,1992,79797
1,2015-06-09,149,1997,80873
0,2015-06-10,152,1323,41499
1,2015-06-10,997,2981,31081
0,2015-06-11,501,8719,59216
1,2015-06-11,704,8200,41258
0,2015-06-12,271,2560,23519
1,2015-06-12,256,2619,87020
0,2015-06-13,619,1115,25511
1,2015-06-13,336,2926,8957
0,2015-06-14,748,9942,81808
1,2015-06-14,995,9442,9826
0,2015-06-15,475,8955,45394
1,2015-06-15,598,292,2241
0,2015-06-16,786,9981,46396
1,2015-06-16,547,6638,10608
0,2015-06-17,739,4838,57988
1,2015-06-17,914,3298,56244
0,2015-06-18,317,3177,53681
1,2015-06-18,78,1629,60688
0,2015-06-19,841,9173,87025
1,2015-06-19,375,9427,2554
0,2015-06-20,401,5012,89861
1,2015-06-20,613,9531,22864
0,2015-06-21,520,6163,76104
1,2015-06-21,646,5692,13430
0,2015-06-22,674,3244,57492
1,2015-06-22,263,8591,91290
0,2015-06-23,760,4690,77774
1,2015-06-23,679,9679,37566
0,2015-06-24,405,9184,14511
1,2015-06-24,338,6170,60416
0,2015-06-25,438,785,44652
1,2015-06-25,52,1936,89672
0,2015-06-26,346,6615,28227
1,2015-06-26,205,4285,43582
0,2015-06-27,55,7575,39866
1,2015-06-27,111,7165,46115
0,2015-06-28,121,1845,56593
1,2015-06-28,597,4752,60733
0,2015-06-29,312,2664,88505
1,2015-06-29,756,6477,32999
0,2015-06-30,630,1075,99567
1,2015-06-30,900,6802,62572
0,2015-07-01,619,9101,15536
1,2015-07-01,931,2423,62736
0,2015-07-02,477,8816,96863
1,2015-07-02,868,2758,98729
0,2015-07-03,225,1395,88753
1,2015-07-03,149,9886,70308
0,2015-07-04,884,253,74480
1,2015-07-04,890,5099,55939
0,2015-07-05,560,3184,76899
1,2015-07-05,543,4911,2576
0,2015-07-06,969,2413,83560
1,2015-07-06,27,3646,87335
0,2015-07-07,801,624,66196
1,2015-07-07,583,9435,35882
0,2015-07-08,785,2885,89739
1,2015-07-08,309,1408,69252
0,2015-07-09,558,968,86421
1,2015-07-09,773,1414,97917
0,2015-07-10,166,2239,46119
1,2015-07-10,435,3312,50691
0,2015-07-11,91,8504,45680
1,2015-07-11,965,9454,49946
0,2015-07-12,457,9419,82044
