Draw,Date,Pick3,Date_Delta
0,2016-08-02,691,2040.0
1,2016-08-02,191,2040.0
0,2016-08-03,940,2041.0
1,2016-08-03,560,2041.0
0,2016-08-04,992,2042.0
1,2016-08-04,638,2042.0
0,2016-08-05,461,2043.0
1,2016-08-05,345,2043.0
0,2016-08-06,300,2044.0
1,2016-08-06,580,2044.0
0,2016-08-07,631,2045.0
1,2016-08-07,616,2045.0
0,2016-08-08,31,2046.0
1,2016-08-08,615,2046.0
0,2016-08-09,667,2047.0
1,2016-08-09,120,2047.0
0,2016-08-10,337,2048.0
1,2016-08-10,371,2048.0
0,2016-08-11,990,2049.0
1,2016-08-11,552,2049.0
0,2016-08-12,903,2050.0
1,2016-08-12,970,2050.0
0,2016-08-13,461,2051.0
1,2016-08-13,919,2051.0
0,2016-08-14,843,2052.0
1,2016-08-14,922,2052.0
0,2016-08-15,603,2053.0
1,2016-08-15,924,2053.0
0,2016-08-16,675,2054.0
1,2016-08-16,486,2054.0
0,2016-08-17,736,2055.0
1,2016-08-17,396,2055.0
0,2016-08-18,319,2056.0
1,2016-08-18,407,2056.0
0,2016-08-19,342,2057.0
1,2016-08-19,545,2057.0
0,2016-08-20,46,2058.0
1,2016-08-20,645,2058.0
0,2016-08-21,607,2059.0
1,2016-08-21,201,2059.0
0,2016-08-22,376,2060.0
1,2016-08-22,680,2060.0
0,2016-08-23,668,2061.0
1,2016-08-23,630,2061.0
0,2016-08-24,670,2062.0
1,2016-08-24,783,2062.0
0,2016-08-25,495,2063.0
1,2016-08-25,40,2063.0
0,2016-08-26,454,2064.0
1,2016-08-26,928,2064.0
0,2016-08-27,629,2065.0
1,2016-08-27,488,2065.0
0,2016-08-28,640,2066.0
1,2016-08-28,87,2066.0
0,2016-08-29,925,2067.0
1,2016-08-29,920,2067.0
0,2016-08-30,689,2068.0
1,2016-08-30,755,2068.0
0,2016-08-31,191,2069.0
1,2016-08-31,488,2069.0
0,2016-09-01,250,2070.0
1,2016-09-01,875,2070.0
0,2016-09-02,77,2071.0
1,2016-09-02,771,2071.0
0,2016-09-03,55,2072.0
1,2016-09-03,354,2072.0
0,2016-09-04,729,2073.0
1,2016-09-04,185,2073.0
0,2016-09-05,610,2074.0
1,2016-09-05,753,2074.0
0,2016-09-06,637,2075.0
1,2016-09-06,419,2075.0
0,2016-09-07,900,2076.0
1,2016-09-07,728,2076.0
0,2016-09-08,956,2077.0
1,2016-09-08,36,2077.0
0,2016-09-09,28,2078.0
1,2016-09-09,988,2078.0
0,2016-09-10,558,2079.0
1,2016-09-10,85,2079.0
0,2016-09-11,551,2080.0
1,2016-09-11,637,2080.0
0,2016-09-12,407,2081.0
1,2016-09-12,1,2081.0
0,2016-09-13,50,2082.0
1,2016-09-13,829,2082.0
0,2016-09-14,81,2083.0
1,2016-09-14,970,2083.0
0,2016-09-15,154,2084.0
1,2016-09-15,870,2084.0
0,2016-09-16,539,2085.0
1,2016-09-16,904,2085.0
0,2016-09-17,472,2086.0
1,2016-09-17,180,2086.0
0,2016-09-18,209,2087.0
1,2016-09-18,322,2087.0
0,2016-09-19,450,2088.0
1,2016-09-19,215,2088.0
0,2016-09-20,225,2089.0
1,2016-09-20,192,2089.0
0,2016-09-21,193,2090.0
1,2016-09-21,128,2090.0
0,2016-09-22,837,2091.0
1,2016-09-22,665,2091.0
0,2016-09-23,165,2092.0
1,2016-09-23,256,2092.0
0,2016-09-24,1,2093.0
1,2016-09-24,567,2093.0
0,2016-09-25,982,2094.0
1,2016-09-25,956,2094.0
0,2016-09-26,181,2095.0
1,2016-09-26,590,2095.0
0,2016-09-27,635,2096.0
1,2016-09-27,729,2096.0
0,2016-09-28,520,2097.0
1,2016-09-28,479,2097.0
0,2016-09-29,887,2098.0
1,2016-09-29,642,2098.0
0,2016-09-30,190,2099.0
1,2016-09-30,969,2099.0
0,2016-10-01,386,2100.0
1,2016-10-01,958,2100.0
0,2016-10-02,687,2101.0
1,2016-10-02,530,2101.0
0,2016-10-03,469,2102.0
1,2016-10-03,718,2102.0
0,2016-10-04,467,2103.0
1,2016-10-04,563,2103.0
0,2016-10-05,335,2104.0
1,2016-10-05,344,2104.0
0,2016-10-06,754,2105.0
1,2016-10-06,974,2105.0
0,2016-10-07,67,2106.0
1,2016-10-07,649,2106.0
0,2016-10-08,72,2107.0
1,2016-10-08,311,2107.0
0,2016-10-09,454,2108.0
1,2016-10-09,130,2108.0
0,2016-10-10,181,2109.0
1,2016-10-10,866,2109.0
0,2016-10-11,841,2110.0
1,2016-10-11,190,2110.0
0,2016-10-12,813,2111.0
1,2016-10-12,990,2111.0
0,2016-10-13,239,2112.0
1,2016-10-13,106,2112.0
0,2016-10-14,59,2113.0
1,2016-10-14,539,2113.0
0,2016-10-15,953,2114.0
1,2016-10-15,228,2114.0
0,2016-10-16,816,2115.0
1,2016-10-16,437,2115.0
0,2016-10-17,381,2116.0
1,2016-10-17,252,2116.0
0,2016-10-18,328,2117.0
1,2016-10-18,718,2117.0
0,2016-10-19,21,2118.0
1,2016-10-19,889,2118.0
0,2016-10-20,700,2119.0
1,2016-10-20,395,2119.0
0,2016-10-21,37,2120.0
1,2016-10-21,767,2120.0
0,2016-10-22,452,2121.0
1,2016-10-22,382,2121.0
0,2016-10-23,437,2122.0
1,2016-10-23,192,2122.0
0,2016-10-24,690,2123.0
1,2016-10-24,701,2123.0
0,2016-10-25,833,2124.0
1,2016-10-25,13,2124.0
0,2016-10-26,822,2125.0
1,2016-10-26,178,2125.0
0,2016-10-27,942,2126.0
1,2016-10-27,361,2126.0
0,2016-10-28,39,2127.0
1,2016-10-28,634,2127.0
0,2016-10-29,578,2128.0
1,2016-10-29,432,2128.0
0,2016-10-30,227,2129.0
1,2016-10-30,944,2129.0
0,2016-10-31,934,2130.0
1,2016-10-31,100,2130.0
0,2016-11-01,790,2131.0
1,2016-11-01,686,2131.0
0,2016-11-02,682,2132.0
1,2016-11-02,175,2132.0
0,2016-11-03,668,2133.0
1,2016-11-03,108,2133.0
0,2016-11-04,177,2134.0
1,2016-11-04,777,2134.0
0,2016-11-05,589,2135.0
1,2016-11-05,609,2135.0
0,2016-11-06,91,2136.0
1,2016-11-06,889,2136.0
0,2016-11-07,201,2137.0
1,2016-11-07,589,2137.0
0,2016-11-08,676,2138.0
1,2016-11-08,755,2138.0
0,2016-11-09,134,2139.0
1,2016-11-09,988,2139.0
0,2016-11-10,917,2140.0
1,2016-11-10,366,2140.0
0,2016-11-11,273,2141.0
1,2016-11-11,519,2141.0
0,2016-11-12,205,2142.0
1,2016-11-12,12,2142.0
0,2016-11-13,911,2143.0
1,2016-11-13,85,2143.0
0,2016-11-14,654,2144.0
1,2016-11-14,842,2144.0
0,2016-11-15,411,2145.0
1,2016-11-15,179,2145.0
0,2016-11-16,798,2146.0
1,2016-11-16,127,2146.0
0,2016-11-17,244,2147.0
1,2016-11-17,611,2147.0
0,2016-11-18,571,2148.0
1,2016-11-18,331,2148.0
0,2016-11-19,690,2149.0
1,2016-11-19,237,2149.0
0,2016-11-20,738,2150.0
1,2016-11-20,879,2150.0
0,2016-11-21,962,2151.0
1,2016-11-21,486,2151.0
0,2016-11-22,850,2152.0
1,2016-11-22,387,2152.0
0,2016-11-23,679,2153.0
1,2016-11-23,820,2153.0
0,2016-11-24,918,2154.0
1,2016-11-24,165,2154.0
0,2016-11-25,184,2155.0
1,2016-11-25,668,2155.0
0,2016-11-26,668,2156.0
1,2016-11-26,805,2156.0
0,2016-11-27,169,2157.0
1,2016-11-27,997,2157.0
0,2016-11-28,672,2158.0
1,2016-11-28,939,2158.0
0,2016-11-29,553,2159.0
1,2016-11-29,514,2159.0
0,2016-11-30,556,2160.0
1,2016-11-30,838,2160.0
0,2016-12-01,751,2161.0
1,2016-12-01,498,2161.0
0,2016-12-02,445,2162.0
1,2016-12-02,196,2162.0
0,2016-12-03,358,2163.0
1,2016-12-03,950,2163.0
0,2016-12-04,734,2164.0
1,2016-12-04,83,2164.0
0,2016-12-05,348,2165.0
1,2016-12-05,829,2165.0
0,2016-12-06,61,2166.0
1,2016-12-06,364,2166.0
0,2016-12-07,979,2167.0
1,2016-12-07,926,2167.0
0,2016-12-08,542,2168.0
1,2016-12-08,161,2168.0
0,2016-12-09,386,2169.0
1,2016-12-09,95,2169.0
0,2016-12-10,84,2170.0
1,2016-12-10,79,2170.0
0,2016-12-11,526,2171.0
1,2016-12-11,285,2171.0
0,2016-12-12,213,2172.0
1,2016-12-12,21,2172.0
0,2016-12-13,985,2173.0
1,2016-12-13,601,2173.0
0,2016-12-14,430,2174.0
1,2016-12-14,180,2174.0
0,2016-12-15,76,2175.0
1,2016-12-15,245,2175.0
0,2016-12-16,135,2176.0
1,2016-12-16,849,2176.0
0,2016-12-17,53,2177.0
1,2016-12-17,844,2177.0
0,2016-12-18,333,2178.0
1,2016-12-18,89,2178.0
0,2016-12-19,432,2179.0
1,2016-12-19,902,2179.0
0,2016-12-20,266,2180.0
1,2016-12-20,880,2180.0
0,2016-12-21,499,2181.0
1,2016-12-21,647,2181.0
0,2016-12-22,72,2182.0
1,2016-12-22,996,2182.0
0,2016-12-23,821,2183.0
1,2016-12-23,339,2183.0
0,2016-12-24,444,2184.0
1,2016-12-24,324,2184.0
0,2016-12-25,269,2185.0
1,2016-12-25,392,2185.0
0,2016-12-26,11,2186.0
1,2016-12-26,545,2186.0
0,2016-12-27,700,2187.0
1,2016-12-27,804,2187.0
0,2016-12-28,641,2188.0
1,2016-12-28,578,2188.0
0,2016-12-29,245,2189.0
1,2016-12-29,51,2189.0
0,2016-12-30,883,2190.0
1,2016-12-30,769,2190.0
0,2016-12-31,694,2191.0
1,2016-12-31,85,2191.0
0,2015-01-01,560,1461.0
1,2015-01-01,937,1461.0
0,2015-01-02,685,1462.0
1,2015-01-02,949,1462.0
0,2015-01-03,722,1463.0
1,2015-01-03,883,1463.0
0,2015-01-04,684,1464.0
1,2015-01-04,205,1464.0
0,2015-01-05,905,1465.0
1,2015-01-05,850,1465.0
0,2015-01-06,923,1466.0
1,2015-01-06,166,1466.0
0,2015-01-07,374,1467.0
1,2015-01-07,703,1467.0
0,2015-01-08,345,1468.0
1,2015-01-08,572,1468.0
0,2015-01-09,289,1469.0
1,2015-01-09,29,1469.0
0,2015-01-10,44,1470.0
1,2015-01-10,934,1470.0
0,2015-01-11,172,1471.0
1,2015-01-11,16,1471.0
0,2015-01-12,567,1472.0
1,2015-01-12,609,1472.0
0,2015-01-13,239,1473.0
1,2015-01-13,140,1473.0
0,2015-01-14,340,1474.0
1,2015-01-14,938,1474.0
0,2015-01-15,943,1475.0
1,2015-01-15,579,1475.0
0,2015-01-16,643,1476.0
1,2015-01-16,530,1476.0
0,2015-01-17,72,1477.0
1,2015-01-17,926,1477.0
0,2015-01-18,560,1478.0
1,2015-01-18,833,1478.0
0,2015-01-19,875,1479.0
1,2015-01-19,913,1479.0
0,2015-01-20,33,1480.0
1,2015-01-20,116,1480.0
0,2015-01-21,741,1481.0
1,2015-01-21,198,1481.0
0,2015-01-22,178,1482.0
1,2015-01-22,66,1482.0
0,2015-01-23,488,1483.0
1,2015-01-23,113,1483.0
0,2015-01-24,970,1484.0
1,2015-01-24,677,1484.0
0,2015-01-25,75,1485.0
1,2015-01-25,823,1485.0
0,2015-01-26,610,1486.0
1,2015-01-26,594,1486.0
0,2015-01-27,643,1487.0
1,2015-01-27,708,1487.0
0,2015-01-28,429,1488.0
1,2015-01-28,372,1488.0
0,2015-01-29,837,1489.0
1,2015-01-29,122,1489.0
0,2015-01-30,809,1490.0
1,2015-01-30,205,1490.0
0,2015-01-31,815,1491.0
1,2015-01-31,150,1491.0
0,2015-02-01,446,1492.0
1,2015-02-01,972,1492.0
0,2015-02-02,70,1493.0
1,2015-02-02,675,1493.0
0,2015-02-03,461,1494.0
1,2015-02-03,208,1494.0
0,2015-02-04,593,1495.0
1,2015-02-04,831,1495.0
0,2015-02-05,94,1496.0
1,2015-02-05,329,1496.0
0,2015-02-06,116,1497.0
1,2015-02-06,75,1497.0
0,2015-02-07,588,1498.0
1,2015-02-07,182,1498.0
0,2015-02-08,606,1499.0
1,2015-02-08,70,1499.0
0,2015-02-09,424,1500.0
1,2015-02-09,371,1500.0
0,2015-02-10,810,1501.0
1,2015-02-10,745,1501.0
0,2015-02-11,321,1502.0
1,2015-02-11,61,1502.0
0,2015-02-12,107,1503.0
1,2015-02-12,18,1503.0
0,2015-02-13,185,1504.0
1,2015-02-13,826,1504.0
0,2015-02-14,597,1505.0
1,2015-02-14,502,1505.0
0,2015-02-15,87,1506.0
1,2015-02-15,93,1506.0
0,2015-02-16,525,1507.0
1,2015-02-16,311,1507.0
0,2015-02-17,738,1508.0
1,2015-02-17,136,1508.0
0,2015-02-18,718,1509.0
1,2015-02-18,399,1509.0
0,2015-02-19,14,1510.0
1,2015-02-19,133,1510.0
0,2015-02-20,601,1511.0
1,2015-02-20,441,1511.0
0,2015-02-21,425,1512.0
1,2015-02-21,204,1512.0
0,2015-02-22,953,1513.0
1,2015-02-22,265,1513.0
0,2015-02-23,348,1514.0
1,2015-02-23,784,1514.0
0,2015-02-24,418,1515.0
1,2015-02-24,443,1515.0
0,2015-02-25,239,1516.0
1,2015-02-25,808,1516.0
0,2015-02-26,95,1517.0
1,2015-02-26,244,1517.0
0,2015-02-27,814,1518.0
1,2015-02-27,843,1518.0
0,2015-02-28,93,1519.0
1,2015-02-28,332,1519.0
0,2015-03-01,519,1520.0
1,2015-03-01,898,1520.0
0,2015-03-02,65,1521.0
1,2015-03-02,807,1521.0
0,2015-03-03,367,1522.0
1,2015-03-03,791,1522.0
0,2015-03-04,782,1523.0
1,2015-03-04,253,1523.0
0,2015-03-05,404,1524.0
1,2015-03-05,932,1524.0
0,2015-03-06,940,1525.0
1,2015-03-06,744,1525.0
0,2015-03-07,325,1526.0
1,2015-03-07,849,1526.0
0,2015-03-08,512,1527.0
1,2015-03-08,118,1527.0
0,2015-03-09,256,1528.0
1,2015-03-09,661,1528.0
0,2015-03-10,371,1529.0
1,2015-03-10,38,1529.0
0,2015-03-11,246,1530.0
1,2015-03-11,121,1530.0
0,2015-03-12,531,1531.0
1,2015-03-12,426,1531.0
0,2015-03-13,688,1532.0
1,2015-03-13,776,1532.0
0,2015-03-14,697,1533.0
1,2015-03-14,248,1533.0
0,2015-03-15,170,1534.0
1,2015-03-15,129,1534.0
0,2015-03-16,454,1535.0
1,2015-03-16,836,1535.0
0,2015-03-17,461,1536.0
1,2015-03-17,682,1536.0
0,2015-03-18,260,1537.0
1,2015-03-18,488,1537.0
0,2015-03-19,886,1538.0
1,2015-03-19,500,1538.0
0,2015-03-20,626,1539.0
1,2015-03-20,506,1539.0
0,2015-03-21,510,1540.0
1,2015-03-21,948,1540.0
0,2015-03-22,76,1541.0
1,2015-03-22,731,1541.0
0,2015-03-23,835,1542.0
1,2015-03-23,857,1542.0
0,2015-03-24,272,1543.0
1,2015-03-24,682,1543.0
0,2015-03-25,116,1544.0
1,2015-03-25,230,1544.0
0,2015-03-26,874,1545.0
1,2015-03-26,663,1545.0
0,2015-03-27,804,1546.0
1,2015-03-27,546,1546.0
0,2015-03-28,198,1547.0
1,2015-03-28,434,1547.0
0,2015-03-29,540,1548.0
1,2015-03-29,579,1548.0
0,2015-03-30,417,1549.0
1,2015-03-30,232,1549.0
0,2015-03-31,313,1550.0
1,2015-03-31,436,1550.0
0,2015-04-01,106,1551.0
1,2015-04-01,306,1551.0
0,2015-04-02,796,1552.0
1,2015-04-02,302,1552.0
0,2015-04-03,173,1553.0
1,2015-04-03,742,1553.0
0,2015-04-04,272,1554.0
1,2015-04-04,644,1554.0
0,2015-04-05,710,1555.0
1,2015-04-05,503,1555.0
0,2015-04-06,591,1556.0
1,2015-04-06,108,1556.0
0,2015-04-07,817,1557.0
1,2015-04-07,459,1557.0
0,2015-04-08,599,1558.0
1,2015-04-08,835,1558.0
0,2015-04-09,729,1559.0
1,2015-04-09,541,1559.0
0,2015-04-10,253,1560.0
1,2015-04-10,403,1560.0
0,2015-04-11,266,1561.0
1,2015-04-11,855,1561.0
0,2015-04-12,386,1562.0
1,2015-04-12,234,1562.0
0,2015-04-13,268,1563.0
1,2015-04-13,742,1563.0
0,2015-04-14,586,1564.0
1,2015-04-14,214,1564.0
0,2015-04-15,55,1565.0
1,2015-04-15,109,1565.0
0,2015-04-16,423,1566.0
1,2015-04-16,281,1566.0
0,2015-04-17,544,1567.0
1,2015-04-17,464,1567.0
0,2015-04-18,329,1568.0
1,2015-04-18,271,1568.0
0,2015-04-19,7,1569.0
1,2015-04-19,931,1569.0
0,2015-04-20,999,1570.0
1,2015-04-20,783,1570.0
0,2015-04-21,443,1571.0
1,2015-04-21,786,1571.0
0,2015-04-22,315,1572.0
1,2015-04-22,856,1572.0
0,2015-04-23,965,1573.0
1,2015-04-23,756,1573.0
0,2015-04-24,908,1574.0
1,2015-04-24,101,1574.0
0,2015-04-25,829,1575.0
1,2015-04-25,742,1575.0
0,2015-04-26,844,1576.0
1,2015-04-26,80,1576.0
0,2015-04-27,751,1577.0
1,2015-04-27,479,1577.0
0,2015-04-28,256,1578.0
1,2015-04-28,125,1578.0
0,2015-04-29,512,1579.0
1,2015-04-29,820,1579.0
0,2015-04-30,302,1580.0
1,2015-04-30,255,1580.0
0,2015-05-01,130,1581.0
1,2015-05-01,572,1581.0
0,2015-05-02,133,1582.0
1,2015-05-02,369,1582.0
0,2015-05-03,229,1583.0
1,2015-05-03,733,1583.0
0,2015-05-04,337,1584.0
1,2015-05-04,930,1584.0
0,2015-05-05,384,1585.0
1,2015-05-05,154,1585.0
0,2015-05-06,74,1586.0
1,2015-05-06,498,1586.0
0,2015-05-07,558,1587.0
1,2015-05-07,523,1587.0
0,2015-05-08,668,1588.0
1,2015-05-08,119,1588.0
0,2015-05-09,641,1589.0
1,2015-05-09,594,1589.0
0,2015-05-10,482,1590.0
1,2015-05-10,67,1590.0
0,2015-05-11,282,1591.0
1,2015-05-11,605,1591.0
0,2015-05-12,831,1592.0
1,2015-05-12,207,1592.0
0,2015-05-13,191,1593.0
1,2015-05-13,60,1593.0
0,2015-05-14,410,1594.0
1,2015-05-14,971,1594.0
0,2015-05-15,523,1595.0
1,2015-05-15,301,1595.0
0,2015-05-16,354,1596.0
1,2015-05-16,810,1596.0
0,2015-05-17,297,1597.0
1,2015-05-17,238,1597.0
0,2015-05-18,222,1598.0
1,2015-05-18,6,1598.0
0,2015-05-19,268,1599.0
1,2015-05-19,355,1599.0
0,2015-05-20,938,1600.0
1,2015-05-20,704,1600.0
0,2015-05-21,436,1601.0
1,2015-05-21,710,1601.0
0,2015-05-22,445,1602.0
1,2015-05-22,580,1602.0
0,2015-05-23,218,1603.0
1,2015-05-23,597,1603.0
0,2015-05-24,351,1604.0
1,2015-05-24,914,1604.0
0,2015-05-25,834,1605.0
1,2015-05-25,892,1605.0
0,2015-05-26,586,1606.0
1,2015-05-26,107,1606.0
0,2015-05-27,664,1607.0
1,2015-05-27,145,1607.0
0,2015-05-28,712,1608.0
1,2015-05-28,486,1608.0
0,2015-05-29,817,1609.0
1,2015-05-29,189,1609.0
0,2015-05-30,412,1610.0
1,2015-05-30,723,1610.0
0,2015-05-31,142,1611.0
1,2015-05-31,824,1611.0
0,2015-06-01,211,1612.0
1,2015-06-01,512,1612.0
0,2015-06-02,575,1613.0
1,2015-06-02,259,1613.0
0,2015-06-03,322,1614.0
1,2015-06-03,32,1614.0
0,2015-06-04,17,1615.0
1,2015-06-04,449,1615.0
0,2015-06-05,24,1616.0
1,2015-06-05,250,1616.0
0,2015-06-06,741,1617.0
1,2015-06-06,265,1617.0
0,2015-06-07,410,1618.0
1,2015-06-07,919,1618.0
0,2015-06-08,770,1619.0
1,2015-06-08,532,1619.0
0,2015-06-09,593,1620.0
1,2015-06-09,149,1620.0
0,2015-06-10,152,1621.0
1,2015-06-10,997,1621.0
0,2015-06-11,501,1622.0
1,2015-06-11,704,1622.0
0,2015-06-12,271,1623.0
1,2015-06-12,256,1623.0
0,2015-06-13,619,1624.0
1,2015-06-13,336,1624.0
0,2015-06-14,748,1625.0
1,2015-06-14,995,1625.0
0,2015-06-15,475,1626.0
1,2015-06-15,598,1626.0
0,2015-06-16,786,1627.0
1,2015-06-16,547,1627.0
0,2015-06-17,739,1628.0
1,2015-06-17,914,1628.0
0,2015-06-18,317,1629.0
1,2015-06-18,78,1629.0
0,2015-06-19,841,1630.0
1,2015-06-19,375,1630.0
0,2015-06-20,401,1631.0
1,2015-06-20,613,1631.0
0,2015-06-21,520,1632.0
1,2015-06-21,646,1632.0
0,2015-06-22,674,1633.0
1,2015-06-22,263,1633.0
0,2015-06-23,760,1634.0
1,2015-06-23,679,1634.0
0,2015-06-24,405,1635.0
1,2015-06-24,338,1635.0
0,2015-06-25,438,1636.0
1,2015-06-25,52,1636.0
0,2015-06-26,346,1637.0
1,2015-06-26,205,1637.0
0,2015-06-27,55,1638.0
1,2015-06-27,111,1638.0
0,2015-06-28,121,1639.0
1,2015-06-28,597,1639.0
0,2015-06-29,312,1640.0
1,2015-06-29,756,1640.0
0,2015-06-30,630,1641.0
1,2015-06-30,900,1641.0
0,2015-07-01,619,1642.0
1,2015-07-01,931,1642.0
0,2015-07-02,477,1643.0
1,2015-07-02,868,1643.0
0,2015-07-03,225,1644.0
1,2015-07-03,149,1644.0
0,2015-07-04,884,1645.0
1,2015-07-04,890,1645.0
0,2015-07-05,560,1646.0
1,2015-07-05,543,1646.0
0,2015-07-06,969,1647.0
1,2015-07-06,27,1647.0
0,2015-07-07,801,1648.0
1,2015-07-07,583,1648.0
0,2015-07-08,785,1649.0
1,2015-07-08,309,1649.0
0,2015-07-09,558,1650.0
1,2015-07-09,773,1650.0
0,2015-07-10,166,1651.0
1,2015-07-10,435,1651.0
0,2015-07-11,91,1652.0
1,2015-07-11,965,1652.0
0,2015-07-12,457,1653.0
1,2015-07-12,354,1653.0
0,2015-07-13,503,1654.0
1,2015-07-13,667,1654.0
0,2015-07-14,650,1655.0
1,2015-07-14,431,1655.0
0,2015-07-15,318,1656.0
1,2015-07-15,381,1656.0
0,2015-07-16,741,1657.0
1,2015-07-16,880,1657.0
0,2015-07-17,423,1658.0
1,2015-07-17,205,1658.0
0,2015-07-18,181,1659.0
1,2015-07-18,637,1659.0
0,2015-07-19,563,1660.0
1,2015-07-19,728,1660.0
0,2015-07-20,805,1661.0
1,2015-07-20,928,1661.0
0,2015-07-21,992,1662.0
1,2015-07-21,548,1662.0
0,2015-07-22,981,1663.0
1,2015-07-22,875,1663.0
0,2015-07-23,310,1664.0
1,2015-07-23,6,1664.0
0,2015-07-24,79,1665.0
1,2015-07-24,125,1665.0
0,2015-07-25,269,1666.0
1,2015-07-25,946,1666.0
0,2015-07-26,490,1667.0
1,2015-07-26,284,1667.0
0,2015-07-27,331,1668.0
1,2015-07-27,790,1668.0
0,2015-07-28,225,1669.0
1,2015-07-28,656,1669.0
0,2015-07-29,753,1670.0
1,2015-07-29,239,1670.0
0,2015-07-30,585,1671.0
1,2015-07-30,11,1671.0
0,2015-07-31,577,1672.0
1,2015-07-31,104,1672.0
0,2015-08-01,172,1673.0
1,2015-08-01,946,1673.0
0,2015-08-02,185,1674.0
1,2015-08-02,520,1674.0
0,2015-08-03,264,1675.0
1,2015-08-03,747,1675.0
0,2015-08-04,43,1676.0
1,2015-08-04,624,1676.0
0,2015-08-05,809,1677.0
1,2015-08-05,983,1677.0
0,2015-08-06,941,1678.0
1,2015-08-06,370,1678.0
0,2015-08-07,277,1679.0
1,2015-08-07,186,1679.0
0,2015-08-08,182,1680.0
1,2015-08-08,517,1680.0
0,2015-08-09,88,1681.0
1,2015-08-09,260,1681.0
0,2015-08-10,543,1682.0
1,2015-08-10,148,1682.0
0,2015-08-11,234,1683.0
1,2015-08-11,59,1683.0
0,2015-08-12,350,1684.0
1,2015-08-12,845,1684.0
0,2015-08-13,877,1685.0
1,2015-08-13,282,1685.0
0,2015-08-14,726,1686.0
1,2015-08-14,455,1686.0
0,2015-08-15,739,1687.0
1,2015-08-15,991,1687.0
0,2015-08-16,346,1688.0
1,2015-08-16,364,1688.0
0,2015-08-17,758,1689.0
1,2015-08-17,127,1689.0
0,2015-08-18,629,1690.0
1,2015-08-18,644,1690.0
0,2015-08-19,784,1691.0
1,2015-08-19,272,1691.0
0,2015-08-20,149,1692.0
1,2015-08-20,480,1692.0
0,2015-08-21,751,1693.0
1,2015-08-21,441,1693.0
0,2015-08-22,488,1694.0
1,2015-08-22,509,1694.0
0,2015-08-23,297,1695.0
1,2015-08-23,750,1695.0
0,2015-08-24,815,1696.0
1,2015-08-24,842,1696.0
0,2015-08-25,613,1697.0
1,2015-08-25,60,1697.0
0,2015-08-26,829,1698.0
1,2015-08-26,912,1698.0
0,2015-08-27,652,1699.0
1,2015-08-27,131,1699.0
0,2015-08-28,696,1700.0
1,2015-08-28,513,1700.0
0,2015-08-29,688,1701.0
1,2015-08-29,884,1701.0
0,2015-08-30,908,1702.0
1,2015-08-30,491,1702.0
0,2015-08-31,336,1703.0
1,2015-08-31,671,1703.0
0,2015-09-01,655,1704.0
1,2015-09-01,269,1704.0
0,2015-09-02,329,1705.0
1,2015-09-02,389,1705.0
0,2015-09-03,81,1706.0
1,2015-09-03,338,1706.0
0,2015-09-04,485,1707.0
1,2015-09-04,458,1707.0
0,2015-09-05,920,1708.0
1,2015-09-05,405,1708.0
0,2015-09-06,161,1709.0
1,2015-09-06,36,1709.0
0,2015-09-07,743,1710.0
1,2015-09-07,842,1710.0
0,2015-09-08,681,1711.0
1,2015-09-08,486,1711.0
0,2015-09-09,862,1712.0
1,2015-09-09,640,1712.0
0,2015-09-10,67,1713.0
1,2015-09-10,693,1713.0
0,2015-09-11,54,1714.0
1,2015-09-11,581,1714.0
0,2015-09-12,6,1715.0
1,2015-09-12,612,1715.0
0,2015-09-13,348,1716.0
1,2015-09-13,917,1716.0
0,2015-09-14,729,1717.0
1,2015-09-14,324,1717.0
0,2015-09-15,405,1718.0
1,2015-09-15,285,1718.0
0,2015-09-16,573,1719.0
1,2015-09-16,803,1719.0
0,2015-09-17,392,1720.0
1,2015-09-17,353,1720.0
0,2015-09-18,409,1721.0
1,2015-09-18,261,1721.0
0,2015-09-19,605,1722.0
1,2015-09-19,653,1722.0
0,2015-09-20,713,1723.0
1,2015-09-20,982,1723.0
0,2015-09-21,516,1724.0
1,2015-09-21,218,1724.0
0,2015-09-22,379,1725.0
1,2015-09-22,661,1725.0
0,2015-09-23,19,1726.0
1,2015-09-23,856,1726.0
0,2015-09-24,956,1727.0
1,2015-09-24,368,1727.0
0,2015-09-25,292,1728.0
1,2015-09-25,862,1728.0
0,2015-09-26,752,1729.0
1,2015-09-26,75,1729.0
0,2015-09-27,211,1730.0
1,2015-09-27,335,1730.0
0,2015-09-28,958,1731.0
1,2015-09-28,450,1731.0
0,2015-09-29,466,1732.0
1,2015-09-29,394,1732.0
0,2015-09-30,993,1733.0
1,2015-09-30,472,1733.0
0,2015-10-01,746,1734.0
1,2015-10-01,631,1734.0
0,2015-10-02,640,1735.0
1,2015-10-02,274,1735.0
0,2015-10-03,309,1736.0
1,2015-10-03,133,1736.0
0,2015-10-04,916,1737.0
1,2015-10-04,157,1737.0
0,2015-10-05,510,1738.0
1,2015-10-05,919,1738.0
0,2015-10-06,208,1739.0
1,2015-10-06,390,1739.0
0,2015-10-07,703,1740.0
1,2015-10-07,122,1740.0
0,2015-10-08,614,1741.0
1,2015-10-08,184,1741.0
0,2015-10-09,883,1742.0
1,2015-10-09,435,1742.0
0,2015-10-10,377,1743.0
1,2015-10-10,344,1743.0
0,2015-10-11,347,1744.0
1,2015-10-11,165,1744.0
0,2015-10-12,378,1745.0
